% Artificial instance
% algorithm type = best
1 2.511886431509580e-01 2.511886431509580e-01 GRS 15 15
14 1.584893192461113e-02 1.584893192461113e-02 L-BFGS-B 15 15
6451 1.000000000000000e-02 1.000000000000000e-02 32L 15 15
6856 6.309573444801930e-03 6.309573444801930e-03 32L 15 15
7170 3.981071705534973e-03 3.981071705534973e-03 32L 15 15
7387 2.511886431509579e-03 2.511886431509579e-03 32L 15 15
7523 1.584893192461114e-03 1.584893192461114e-03 32L 15 15
7705 1.000000000000000e-03 1.000000000000000e-03 32L 15 15
8001 6.309573444801930e-04 6.309573444801930e-04 32L 15 15
8132 3.981071705534974e-04 3.981071705534974e-04 32L 15 15
8178 2.511886431509580e-04 2.511886431509580e-04 32L 15 15
8299 1.584893192461114e-04 1.584893192461114e-04 32L 15 15
8441 1.000000000000000e-04 1.000000000000000e-04 32L 15 15
8557 6.309573444801929e-05 6.309573444801929e-05 32L 15 15
8635 3.981071705534969e-05 3.981071705534969e-05 32L 15 15
8773 2.511886431509582e-05 2.511886431509582e-05 32L 15 15
8841 1.584893192461114e-05 1.584893192461114e-05 32L 15 15
8893 1.000000000000000e-05 1.000000000000000e-05 32L 15 15
8989 6.309573444801930e-06 6.309573444801930e-06 32L 15 15
9021 3.981071705534969e-06 3.981071705534969e-06 32L 15 15
9078 2.511886431509582e-06 2.511886431509582e-06 32L 15 15
9201 1.584893192461114e-06 1.584893192461114e-06 32L 15 15
9301 1.000000000000000e-06 1.000000000000000e-06 32L 15 15
9364 6.309573444801930e-07 6.309573444801930e-07 32L 15 15
9448 3.981071705534969e-07 3.981071705534969e-07 32L 15 15
9564 2.511886431509582e-07 2.511886431509582e-07 32L 15 15
9667 1.584893192461114e-07 1.584893192461114e-07 32L 15 15
9691 1.000000000000000e-07 1.000000000000000e-07 32L 15 15
9722 6.309573444801930e-08 6.309573444801930e-08 32L 15 15
9808 3.981071705534969e-08 3.981071705534969e-08 32L 15 15
9952 2.511886431509582e-08 2.511886431509582e-08 32L 15 15
9995 1.584893192461114e-08 1.584893192461114e-08 32L 15 15
10143 1.000000000000000e-08 1.000000000000000e-08 32L 15 15
