% Artificial instance
% algorithm type = best
1 1.584893192461114e+03 1.584893192461114e+03 default 15 15
5 1.000000000000000e+03 1.000000000000000e+03 2L 15 15
11 6.309573444801930e+02 6.309573444801930e+02 L-BFGS-B 15 15
19 3.981071705534973e+02 3.981071705534973e+02 L-BFGS-B 15 15
27 2.511886431509580e+02 2.511886431509580e+02 L-BFGS-B 15 15
32 1.584893192461114e+02 1.584893192461114e+02 L-BFGS-B 15 15
39 1.000000000000000e+02 1.000000000000000e+02 L-BFGS-B 15 15
52 6.309573444801933e+01 6.309573444801933e+01 L-BFGS-B 15 15
64 3.981071705534973e+01 3.981071705534973e+01 GRS 15 15
72 2.511886431509580e+01 2.511886431509580e+01 GRS 15 15
79 1.584893192461113e+01 1.584893192461113e+01 GRS 15 15
86 1.000000000000000e+01 1.000000000000000e+01 GRS 15 15
97 6.309573444801933e+00 6.309573444801933e+00 GRS 15 15
106 3.981071705534972e+00 3.981071705534972e+00 GRS 15 15
114 2.511886431509580e+00 2.511886431509580e+00 GRS 15 15
119 1.584893192461114e+00 1.584893192461114e+00 GRS 15 15
126 1.000000000000000e+00 1.000000000000000e+00 GRS 15 15
131 6.309573444801932e-01 6.309573444801932e-01 GRS 15 15
138 3.981071705534972e-01 3.981071705534972e-01 GRS 15 15
147 2.511886431509580e-01 2.511886431509580e-01 GRS 15 15
156 1.584893192461113e-01 1.584893192461113e-01 GRS 15 15
166 1.000000000000000e-01 1.000000000000000e-01 GRS 15 15
172 6.309573444801933e-02 6.309573444801933e-02 GRS 15 15
178 3.981071705534973e-02 3.981071705534973e-02 GRS 15 15
186 2.511886431509579e-02 2.511886431509579e-02 GRS 15 15
192 1.584893192461113e-02 1.584893192461113e-02 GRS 15 15
202 1.000000000000000e-02 1.000000000000000e-02 GRS 15 15
210 6.309573444801930e-03 6.309573444801930e-03 GRS 15 15
218 3.981071705534973e-03 3.981071705534973e-03 GRS 15 15
226 2.511886431509579e-03 2.511886431509579e-03 GRS 15 15
319 1.584893192461114e-03 1.584893192461114e-03 SLSQP 15 15
749 1.000000000000000e-03 1.000000000000000e-03 SLSQP 15 15
1837 6.309573444801930e-04 6.309573444801930e-04 GRS 15 15
2170 3.981071705534974e-04 3.981071705534974e-04 GRS 15 15
2321 2.511886431509580e-04 2.511886431509580e-04 default 15 15
2381 1.584893192461114e-04 1.584893192461114e-04 default 15 15
2496 1.000000000000000e-04 1.000000000000000e-04 2L 15 15
2577 6.309573444801929e-05 6.309573444801929e-05 default 15 15
2639 3.981071705534969e-05 3.981071705534969e-05 2L 15 15
2703 2.511886431509582e-05 2.511886431509582e-05 2L 15 15
2770 1.584893192461114e-05 1.584893192461114e-05 2L 15 15
2847 1.000000000000000e-05 1.000000000000000e-05 2L 15 15
2891 6.309573444801930e-06 6.309573444801930e-06 2L 15 15
2949 3.981071705534969e-06 3.981071705534969e-06 2L 15 15
3013 2.511886431509582e-06 2.511886431509582e-06 default 15 15
3061 1.584893192461114e-06 1.584893192461114e-06 default 15 15
3097 1.000000000000000e-06 1.000000000000000e-06 default 15 15
3120 6.309573444801930e-07 6.309573444801930e-07 default 15 15
3151 3.981071705534969e-07 3.981071705534969e-07 default 15 15
3203 2.511886431509582e-07 2.511886431509582e-07 default 15 15
3246 1.584893192461114e-07 1.584893192461114e-07 default 15 15
3288 1.000000000000000e-07 1.000000000000000e-07 default 15 15
3326 6.309573444801930e-08 6.309573444801930e-08 default 15 15
3388 3.981071705534969e-08 3.981071705534969e-08 default 15 15
3549 2.511886431509582e-08 2.511886431509582e-08 default 15 15
3665 1.584893192461114e-08 1.584893192461114e-08 default 15 15
3714 1.000000000000000e-08 1.000000000000000e-08 default 15 15
