% Artificial instance
% algorithm type = best
1 6.309573444801933e+01 6.309573444801933e+01 Powell 15 15
2 2.511886431509580e+01 2.511886431509580e+01 default 15 15
3 1.584893192461113e+01 1.584893192461113e+01 default 15 15
9 1.000000000000000e+01 1.000000000000000e+01 4L 15 15
17 6.309573444801933e+00 6.309573444801933e+00 4L 15 15
34 3.981071705534972e+00 3.981071705534972e+00 2L 15 15
59 2.511886431509580e+00 2.511886431509580e+00 2L 15 15
88 1.584893192461114e+00 1.584893192461114e+00 2L 15 15
135 1.000000000000000e+00 1.000000000000000e+00 2L 15 15
183 6.309573444801932e-01 6.309573444801932e-01 2L 15 15
222 3.981071705534972e-01 3.981071705534972e-01 2L 15 15
240 2.511886431509580e-01 2.511886431509580e-01 2L 15 15
287 1.584893192461113e-01 1.584893192461113e-01 2L 15 15
320 1.000000000000000e-01 1.000000000000000e-01 2L 15 15
354 6.309573444801933e-02 6.309573444801933e-02 2L 15 15
406 3.981071705534973e-02 3.981071705534973e-02 2L 15 15
456 2.511886431509579e-02 2.511886431509579e-02 2L 15 15
504 1.584893192461113e-02 1.584893192461113e-02 2L 15 15
539 1.000000000000000e-02 1.000000000000000e-02 2L 15 15
583 6.309573444801930e-03 6.309573444801930e-03 2L 15 15
609 3.981071705534973e-03 3.981071705534973e-03 2L 15 15
666 2.511886431509579e-03 2.511886431509579e-03 2L 15 15
707 1.584893192461114e-03 1.584893192461114e-03 2L 15 15
751 1.000000000000000e-03 1.000000000000000e-03 2L 15 15
778 6.309573444801930e-04 6.309573444801930e-04 2L 15 15
805 3.981071705534974e-04 3.981071705534974e-04 2L 15 15
975 2.511886431509580e-04 2.511886431509580e-04 2L 15 15
1016 1.584893192461114e-04 1.584893192461114e-04 2L 15 15
1052 1.000000000000000e-04 1.000000000000000e-04 2L 15 15
1065 6.309573444801929e-05 6.309573444801929e-05 2L 15 15
1082 3.981071705534969e-05 3.981071705534969e-05 2L 15 15
1177 2.511886431509582e-05 2.511886431509582e-05 2L 15 15
1225 1.584893192461114e-05 1.584893192461114e-05 2L 15 15
1310 1.000000000000000e-05 1.000000000000000e-05 2L 15 15
1701 6.309573444801930e-06 6.309573444801930e-06 4L 15 15
1736 3.981071705534969e-06 3.981071705534969e-06 4L 15 15
1780 2.511886431509582e-06 2.511886431509582e-06 4L 15 15
1805 1.584893192461114e-06 1.584893192461114e-06 4L 15 15
1845 1.000000000000000e-06 1.000000000000000e-06 4L 15 15
1931 6.309573444801930e-07 6.309573444801930e-07 4L 15 15
2050 3.981071705534969e-07 3.981071705534969e-07 4L 15 15
2115 2.511886431509582e-07 2.511886431509582e-07 4L 15 15
2183 1.584893192461114e-07 1.584893192461114e-07 4L 15 15
2326 1.000000000000000e-07 1.000000000000000e-07 2L 15 15
2366 6.309573444801930e-08 6.309573444801930e-08 2L 15 15
2383 3.981071705534969e-08 3.981071705534969e-08 2L 15 15
2408 2.511886431509582e-08 2.511886431509582e-08 2L 15 15
2426 1.584893192461114e-08 1.584893192461114e-08 2L 15 15
2654 1.000000000000000e-08 1.000000000000000e-08 2L 15 15
