% Artificial instance
% algorithm type = best
1 3.981071705534973e+01 3.981071705534973e+01 GRS 15 15
11 1.584893192461113e+01 1.584893192461113e+01 GRS 15 15
20 3.981071705534972e+00 3.981071705534972e+00 GRS 15 15
32 1.584893192461114e+00 1.584893192461114e+00 L-BFGS-B 15 15
38 1.000000000000000e+00 1.000000000000000e+00 L-BFGS-B 15 15
58 6.309573444801932e-01 6.309573444801932e-01 GRS 15 15
76 3.981071705534972e-01 3.981071705534972e-01 GRS 15 15
82 2.511886431509580e-01 2.511886431509580e-01 GRS 15 15
88 1.584893192461113e-01 1.584893192461113e-01 GRS 15 15
101 1.000000000000000e-01 1.000000000000000e-01 GRS 15 15
107 6.309573444801933e-02 6.309573444801933e-02 GRS 15 15
113 3.981071705534973e-02 3.981071705534973e-02 GRS 15 15
120 1.584893192461113e-02 1.584893192461113e-02 GRS 15 15
126 1.000000000000000e-02 1.000000000000000e-02 GRS 15 15
132 2.511886431509579e-03 2.511886431509579e-03 GRS 15 15
138 3.981071705534974e-04 3.981071705534974e-04 GRS 15 15
144 6.309573444801929e-05 6.309573444801929e-05 GRS 15 15
150 1.000000000000000e-05 1.000000000000000e-05 GRS 15 15
156 3.981071705534969e-07 3.981071705534969e-07 GRS 15 15
200 1.584893192461114e-07 1.584893192461114e-07 L-BFGS-B 15 15
206 1.000000000000000e-08 1.000000000000000e-08 L-BFGS-B 15 15
