log10_target,solved,evaluations,fid,iid,rep,dim,param_id
2.0,True,1,5,101,1,2,default
1.8,True,1,5,101,1,2,default
1.6,True,1,5,101,1,2,default
1.4,True,2,5,101,1,2,default
1.2,True,2,5,101,1,2,default
1.0,True,5,5,101,1,2,default
0.8,True,5,5,101,1,2,default
0.6,True,6,5,101,1,2,default
0.4,True,6,5,101,1,2,default
0.2,True,9,5,101,1,2,default
0.0,True,9,5,101,1,2,default
-0.2,True,9,5,101,1,2,default
-0.4,True,9,5,101,1,2,default
-0.6,True,9,5,101,1,2,default
-0.8,True,9,5,101,1,2,default
-1.0,True,9,5,101,1,2,default
-1.2,True,9,5,101,1,2,default
-1.4,True,9,5,101,1,2,default
-1.6,True,9,5,101,1,2,default
-1.8,True,9,5,101,1,2,default
-2.0,True,9,5,101,1,2,default
-2.2,True,9,5,101,1,2,default
-2.4,True,9,5,101,1,2,default
-2.6,True,9,5,101,1,2,default
-2.8,True,9,5,101,1,2,default
-3.0,True,9,5,101,1,2,default
-3.2,True,9,5,101,1,2,default
-3.4,True,9,5,101,1,2,default
-3.6,True,9,5,101,1,2,default
-3.8,True,9,5,101,1,2,default
-4.0,True,9,5,101,1,2,default
-4.2,True,9,5,101,1,2,default
-4.4,True,9,5,101,1,2,default
-4.6,True,9,5,101,1,2,default
-4.8,True,9,5,101,1,2,default
-5.0,True,9,5,101,1,2,default
-5.2,True,9,5,101,1,2,default
-5.4,True,9,5,101,1,2,default
-5.6,True,9,5,101,1,2,default
-5.8,True,9,5,101,1,2,default
-6.0,True,9,5,101,1,2,default
-6.2,True,9,5,101,1,2,default
-6.4,True,9,5,101,1,2,default
-6.6,True,9,5,101,1,2,default
-6.8,True,9,5,101,1,2,default
-7.0,True,9,5,101,1,2,default
-7.2,True,9,5,101,1,2,default
-7.4,True,9,5,101,1,2,default
-7.6,True,9,5,101,1,2,default
-7.8,True,9,5,101,1,2,default
-8.0,True,9,5,101,1,2,default
2.0,True,1,5,102,1,2,default
1.8,True,1,5,102,1,2,default
1.6,True,2,5,102,1,2,default
1.4,True,2,5,102,1,2,default
1.2,True,3,5,102,1,2,default
1.0,True,3,5,102,1,2,default
0.8,True,6,5,102,1,2,default
0.6,True,19,5,102,1,2,default
0.4,True,27,5,102,1,2,default
0.2,True,30,5,102,1,2,default
0.0,True,30,5,102,1,2,default
-0.2,True,30,5,102,1,2,default
-0.4,True,30,5,102,1,2,default
-0.6,True,30,5,102,1,2,default
-0.8,True,30,5,102,1,2,default
-1.0,True,30,5,102,1,2,default
-1.2,True,30,5,102,1,2,default
-1.4,True,30,5,102,1,2,default
-1.6,True,30,5,102,1,2,default
-1.8,True,30,5,102,1,2,default
-2.0,True,30,5,102,1,2,default
-2.2,True,30,5,102,1,2,default
-2.4,True,30,5,102,1,2,default
-2.6,True,30,5,102,1,2,default
-2.8,True,30,5,102,1,2,default
-3.0,True,30,5,102,1,2,default
-3.2,True,30,5,102,1,2,default
-3.4,True,30,5,102,1,2,default
-3.6,True,30,5,102,1,2,default
-3.8,True,30,5,102,1,2,default
-4.0,True,30,5,102,1,2,default
-4.2,True,30,5,102,1,2,default
-4.4,True,30,5,102,1,2,default
-4.6,True,30,5,102,1,2,default
-4.8,True,30,5,102,1,2,default
-5.0,True,30,5,102,1,2,default
-5.2,True,30,5,102,1,2,default
-5.4,True,30,5,102,1,2,default
-5.6,True,30,5,102,1,2,default
-5.8,True,30,5,102,1,2,default
-6.0,True,30,5,102,1,2,default
-6.2,True,30,5,102,1,2,default
-6.4,True,30,5,102,1,2,default
-6.6,True,30,5,102,1,2,default
-6.8,True,30,5,102,1,2,default
-7.0,True,30,5,102,1,2,default
-7.2,True,30,5,102,1,2,default
-7.4,True,30,5,102,1,2,default
-7.6,True,30,5,102,1,2,default
-7.8,True,30,5,102,1,2,default
-8.0,True,30,5,102,1,2,default
2.0,True,1,5,103,1,2,default
1.8,True,1,5,103,1,2,default
1.6,True,1,5,103,1,2,default
1.4,True,2,5,103,1,2,default
1.2,True,2,5,103,1,2,default
1.0,True,2,5,103,1,2,default
0.8,True,11,5,103,1,2,default
0.6,True,11,5,103,1,2,default
0.4,True,14,5,103,1,2,default
0.2,True,14,5,103,1,2,default
0.0,True,14,5,103,1,2,default
-0.2,True,14,5,103,1,2,default
-0.4,True,14,5,103,1,2,default
-0.6,True,14,5,103,1,2,default
-0.8,True,14,5,103,1,2,default
-1.0,True,14,5,103,1,2,default
-1.2,True,14,5,103,1,2,default
-1.4,True,14,5,103,1,2,default
-1.6,True,14,5,103,1,2,default
-1.8,True,14,5,103,1,2,default
-2.0,True,14,5,103,1,2,default
-2.2,True,14,5,103,1,2,default
-2.4,True,14,5,103,1,2,default
-2.6,True,14,5,103,1,2,default
-2.8,True,14,5,103,1,2,default
-3.0,True,14,5,103,1,2,default
-3.2,True,14,5,103,1,2,default
-3.4,True,14,5,103,1,2,default
-3.6,True,14,5,103,1,2,default
-3.8,True,14,5,103,1,2,default
-4.0,True,14,5,103,1,2,default
-4.2,True,14,5,103,1,2,default
-4.4,True,14,5,103,1,2,default
-4.6,True,14,5,103,1,2,default
-4.8,True,14,5,103,1,2,default
-5.0,True,14,5,103,1,2,default
-5.2,True,14,5,103,1,2,default
-5.4,True,14,5,103,1,2,default
-5.6,True,14,5,103,1,2,default
-5.8,True,14,5,103,1,2,default
-6.0,True,14,5,103,1,2,default
-6.2,True,14,5,103,1,2,default
-6.4,True,14,5,103,1,2,default
-6.6,True,14,5,103,1,2,default
-6.8,True,14,5,103,1,2,default
-7.0,True,14,5,103,1,2,default
-7.2,True,14,5,103,1,2,default
-7.4,True,14,5,103,1,2,default
-7.6,True,14,5,103,1,2,default
