log10_target,solved,evaluations,fid,iid,rep,dim,param_id
2.0,True,84,13,101,1,5,Powell
1.8,True,96,13,101,1,5,Powell
1.6,True,107,13,101,1,5,Powell
1.4,True,135,13,101,1,5,Powell
1.2,True,135,13,101,1,5,Powell
1.0,True,149,13,101,1,5,Powell
0.8,True,162,13,101,1,5,Powell
0.6,True,197,13,101,1,5,Powell
0.4,True,199,13,101,1,5,Powell
0.2,False,572,13,101,1,5,Powell
0.0,False,572,13,101,1,5,Powell
-0.2,False,572,13,101,1,5,Powell
-0.4,False,572,13,101,1,5,Powell
-0.6,False,572,13,101,1,5,Powell
-0.8,False,572,13,101,1,5,Powell
-1.0,False,572,13,101,1,5,Powell
-1.2,False,572,13,101,1,5,Powell
-1.4,False,572,13,101,1,5,Powell
-1.6,False,572,13,101,1,5,Powell
-1.8,False,572,13,101,1,5,Powell
-2.0,False,572,13,101,1,5,Powell
-2.2,False,572,13,101,1,5,Powell
-2.4,False,572,13,101,1,5,Powell
-2.6,False,572,13,101,1,5,Powell
-2.8,False,572,13,101,1,5,Powell
-3.0,False,572,13,101,1,5,Powell
-3.2,False,572,13,101,1,5,Powell
-3.4,False,572,13,101,1,5,Powell
-3.6,False,572,13,101,1,5,Powell
-3.8,False,572,13,101,1,5,Powell
-4.0,False,572,13,101,1,5,Powell
-4.2,False,572,13,101,1,5,Powell
-4.4,False,572,13,101,1,5,Powell
-4.6,False,572,13,101,1,5,Powell
-4.8,False,572,13,101,1,5,Powell
-5.0,False,572,13,101,1,5,Powell
-5.2,False,572,13,101,1,5,Powell
-5.4,False,572,13,101,1,5,Powell
-5.6,False,572,13,101,1,5,Powell
-5.8,False,572,13,101,1,5,Powell
-6.0,False,572,13,101,1,5,Powell
-6.2,False,572,13,101,1,5,Powell
-6.4,False,572,13,101,1,5,Powell
-6.6,False,572,13,101,1,5,Powell
-6.8,False,572,13,101,1,5,Powell
-7.0,False,572,13,101,1,5,Powell
-7.2,False,572,13,101,1,5,Powell
-7.4,False,572,13,101,1,5,Powell
-7.6,False,572,13,101,1,5,Powell
-7.8,False,572,13,101,1,5,Powell
-8.0,False,572,13,101,1,5,Powell
2.0,True,133,13,102,1,5,Powell
1.8,True,136,13,102,1,5,Powell
1.6,True,136,13,102,1,5,Powell
1.4,True,177,13,102,1,5,Powell
1.2,False,571,13,102,1,5,Powell
1.0,False,571,13,102,1,5,Powell
0.8,False,571,13,102,1,5,Powell
0.6,False,571,13,102,1,5,Powell
0.4,False,571,13,102,1,5,Powell
0.2,False,571,13,102,1,5,Powell
0.0,False,571,13,102,1,5,Powell
-0.2,False,571,13,102,1,5,Powell
-0.4,False,571,13,102,1,5,Powell
-0.6,False,571,13,102,1,5,Powell
-0.8,False,571,13,102,1,5,Powell
-1.0,False,571,13,102,1,5,Powell
-1.2,False,571,13,102,1,5,Powell
-1.4,False,571,13,102,1,5,Powell
-1.6,False,571,13,102,1,5,Powell
-1.8,False,571,13,102,1,5,Powell
-2.0,False,571,13,102,1,5,Powell
-2.2,False,571,13,102,1,5,Powell
-2.4,False,571,13,102,1,5,Powell
-2.6,False,571,13,102,1,5,Powell
-2.8,False,571,13,102,1,5,Powell
-3.0,False,571,13,102,1,5,Powell
-3.2,False,571,13,102,1,5,Powell
-3.4,False,571,13,102,1,5,Powell
-3.6,False,571,13,102,1,5,Powell
-3.8,False,571,13,102,1,5,Powell
-4.0,False,571,13,102,1,5,Powell
-4.2,False,571,13,102,1,5,Powell
-4.4,False,571,13,102,1,5,Powell
-4.6,False,571,13,102,1,5,Powell
-4.8,False,571,13,102,1,5,Powell
-5.0,False,571,13,102,1,5,Powell
-5.2,False,571,13,102,1,5,Powell
-5.4,False,571,13,102,1,5,Powell
-5.6,False,571,13,102,1,5,Powell
-5.8,False,571,13,102,1,5,Powell
-6.0,False,571,13,102,1,5,Powell
-6.2,False,571,13,102,1,5,Powell
-6.4,False,571,13,102,1,5,Powell
-6.6,False,571,13,102,1,5,Powell
-6.8,False,571,13,102,1,5,Powell
-7.0,False,571,13,102,1,5,Powell
-7.2,False,571,13,102,1,5,Powell
-7.4,False,571,13,102,1,5,Powell
-7.6,False,571,13,102,1,5,Powell
-7.8,False,571,13,102,1,5,Powell
-8.0,False,571,13,102,1,5,Powell
2.0,True,51,13,103,1,5,Powell
1.8,True,61,13,103,1,5,Powell
1.6,True,61,13,103,1,5,Powell
1.4,True,121,13,103,1,5,Powell
1.2,False,498,13,103,1,5,Powell
1.0,False,498,13,103,1,5,Powell
0.8,False,498,13,103,1,5,Powell
0.6,False,498,13,103,1,5,Powell
0.4,False,498,13,103,1,5,Powell
0.2,False,498,13,103,1,5,Powell
0.0,False,498,13,103,1,5,Powell
-0.2,False,498,13,103,1,5,Powell
-0.4,False,498,13,103,1,5,Powell
-0.6,False,498,13,103,1,5,Powell
-0.8,False,498,13,103,1,5,Powell
-1.0,False,498,13,103,1,5,Powell
-1.2,False,498,13,103,1,5,Powell
-1.4,False,498,13,103,1,5,Powell
-1.6,False,498,13,103,1,5,Powell
-1.8,False,498,13,103,1,5,Powell
-2.0,False,498,13,103,1,5,Powell
-2.2,False,498,13,103,1,5,Powell
-2.4,False,498,13,103,1,5,Powell
-2.6,False,498,13,103,1,5,Powell
-2.8,False,498,13,103,1,5,Powell
-3.0,False,498,13,103,1,5,Powell
-3.2,False,498,13,103,1,5,Powell
-3.4,False,498,13,103,1,5,Powell
-3.6,False,498,13,103,1,5,Powell
-3.8,False,498,13,103,1,5,Powell
-4.0,False,498,13,103,1,5,Powell
-4.2,False,498,13,103,1,5,Powell
-4.4,False,498,13,103,1,5,Powell
-4.6,False,498,13,103,1,5,Powell
-4.8,False,498,13,103,1,5,Powell
-5.0,False,498,13,103,1,5,Powell
-5.2,False,498,13,103,1,5,Powell
-5.4,False,498,13,103,1,5,Powell
-5.6,False,498,13,103,1,5,Powell
-5.8,False,498,13,103,1,5,Powell
-6.0,False,498,13,103,1,5,Powell
-6.2,False,498,13,103,1,5,Powell
-6.4,False,498,13,103,1,5,Powell
-6.6,False,498,13,103,1,5,Powell
-6.8,False,498,13,103,1,5,Powell
-7.0,False,498,13,103,1,5,Powell
-7.2,False,498,13,103,1,5,Powell
-7.4,False,498,13,103,1,5,Powell
-7.6,False,498,13,103,1,5,Powell
-7.8,False,498,13,103,1,5,Powell
-8.0,False,498,13,103,1,5,Powell
2.0,True,160,13,104,1,5,Powell
1.8,False,550,13,104,1,5,Powell
1.6,False,550,13,104,1,5,Powell
1.4,False,550,13,104,1,5,Powell
1.2,False,550,13,104,1,5,Powell
1.0,False,550,13,104,1,5,Powell
0.8,False,550,13,104,1,5,Powell
0.6,False,550,13,104,1,5,Powell
0.4,False,550,13,104,1,5,Powell
0.2,False,550,13,104,1,5,Powell
0.0,False,550,13,104,1,5,Powell
-0.2,False,550,13,104,1,5,Powell
-0.4,False,550,13,104,1,5,Powell
-0.6,False,550,13,104,1,5,Powell
-0.8,False,550,13,104,1,5,Powell
-1.0,False,550,13,104,1,5,Powell
-1.2,False,550,13,104,1,5,Powell
-1.4,False,550,13,104,1,5,Powell
-1.6,False,550,13,104,1,5,Powell
-1.8,False,550,13,104,1,5,Powell
-2.0,False,550,13,104,1,5,Powell
-2.2,False,550,13,104,1,5,Powell
-2.4,False,550,13,104,1,5,Powell
-2.6,False,550,13,104,1,5,Powell
-2.8,False,550,13,104,1,5,Powell
-3.0,False,550,13,104,1,5,Powell
-3.2,False,550,13,104,1,5,Powell
-3.4,False,550,13,104,1,5,Powell
-3.6,False,550,13,104,1,5,Powell
-3.8,False,550,13,104,1,5,Powell
-4.0,False,550,13,104,1,5,Powell
-4.2,False,550,13,104,1,5,Powell
-4.4,False,550,13,104,1,5,Powell
-4.6,False,550,13,104,1,5,Powell
-4.8,False,550,13,104,1,5,Powell
-5.0,False,550,13,104,1,5,Powell
-5.2,False,550,13,104,1,5,Powell
-5.4,False,550,13,104,1,5,Powell
-5.6,False,550,13,104,1,5,Powell
-5.8,False,550,13,104,1,5,Powell
-6.0,False,550,13,104,1,5,Powell
-6.2,False,550,13,104,1,5,Powell
-6.4,False,550,13,104,1,5,Powell
-6.6,False,550,13,104,1,5,Powell
-6.8,False,550,13,104,1,5,Powell
-7.0,False,550,13,104,1,5,Powell
-7.2,False,550,13,104,1,5,Powell
-7.4,False,550,13,104,1,5,Powell
-7.6,False,550,13,104,1,5,Powell
-7.8,False,550,13,104,1,5,Powell
-8.0,False,550,13,104,1,5,Powell
2.0,True,75,13,105,1,5,Powell
1.8,True,113,13,105,1,5,Powell
1.6,True,125,13,105,1,5,Powell
1.4,True,168,13,105,1,5,Powell
1.2,True,169,13,105,1,5,Powell
1.0,True,207,13,105,1,5,Powell
0.8,True,244,13,105,1,5,Powell
0.6,True,549,13,105,1,5,Powell
0.4,False,766,13,105,1,5,Powell
0.2,False,766,13,105,1,5,Powell
0.0,False,766,13,105,1,5,Powell
-0.2,False,766,13,105,1,5,Powell
-0.4,False,766,13,105,1,5,Powell
-0.6,False,766,13,105,1,5,Powell
-0.8,False,766,13,105,1,5,Powell
-1.0,False,766,13,105,1,5,Powell
-1.2,False,766,13,105,1,5,Powell
-1.4,False,766,13,105,1,5,Powell
-1.6,False,766,13,105,1,5,Powell
-1.8,False,766,13,105,1,5,Powell
-2.0,False,766,13,105,1,5,Powell
-2.2,False,766,13,105,1,5,Powell
-2.4,False,766,13,105,1,5,Powell
-2.6,False,766,13,105,1,5,Powell
-2.8,False,766,13,105,1,5,Powell
-3.0,False,766,13,105,1,5,Powell
-3.2,False,766,13,105,1,5,Powell
-3.4,False,766,13,105,1,5,Powell
-3.6,False,766,13,105,1,5,Powell
-3.8,False,766,13,105,1,5,Powell
-4.0,False,766,13,105,1,5,Powell
-4.2,False,766,13,105,1,5,Powell
-4.4,False,766,13,105,1,5,Powell
-4.6,False,766,13,105,1,5,Powell
-4.8,False,766,13,105,1,5,Powell
-5.0,False,766,13,105,1,5,Powell
-5.2,False,766,13,105,1,5,Powell
-5.4,False,766,13,105,1,5,Powell
-5.6,False,766,13,105,1,5,Powell
-5.8,False,766,13,105,1,5,Powell
-6.0,False,766,13,105,1,5,Powell
-6.2,False,766,13,105,1,5,Powell
-6.4,False,766,13,105,1,5,Powell
-6.6,False,766,13,105,1,5,Powell
-6.8,False,766,13,105,1,5,Powell
-7.0,False,766,13,105,1,5,Powell
-7.2,False,766,13,105,1,5,Powell
-7.4,False,766,13,105,1,5,Powell
-7.6,False,766,13,105,1,5,Powell
-7.8,False,766,13,105,1,5,Powell
-8.0,False,766,13,105,1,5,Powell
2.0,True,98,13,106,1,5,Powell
1.8,True,117,13,106,1,5,Powell
1.6,True,149,13,106,1,5,Powell
1.4,True,190,13,106,1,5,Powell
1.2,True,224,13,106,1,5,Powell
1.0,True,273,13,106,1,5,Powell
0.8,True,283,13,106,1,5,Powell
0.6,True,328,13,106,1,5,Powell
0.4,False,415,13,106,1,5,Powell
0.2,False,415,13,106,1,5,Powell
0.0,False,415,13,106,1,5,Powell
-0.2,False,415,13,106,1,5,Powell
-0.4,False,415,13,106,1,5,Powell
-0.6,False,415,13,106,1,5,Powell
-0.8,False,415,13,106,1,5,Powell
-1.0,False,415,13,106,1,5,Powell
-1.2,False,415,13,106,1,5,Powell
-1.4,False,415,13,106,1,5,Powell
-1.6,False,415,13,106,1,5,Powell
-1.8,False,415,13,106,1,5,Powell
-2.0,False,415,13,106,1,5,Powell
-2.2,False,415,13,106,1,5,Powell
-2.4,False,415,13,106,1,5,Powell
-2.6,False,415,13,106,1,5,Powell
-2.8,False,415,13,106,1,5,Powell
-3.0,False,415,13,106,1,5,Powell
-3.2,False,415,13,106,1,5,Powell
-3.4,False,415,13,106,1,5,Powell
-3.6,False,415,13,106,1,5,Powell
-3.8,False,415,13,106,1,5,Powell
-4.0,False,415,13,106,1,5,Powell
-4.2,False,415,13,106,1,5,Powell
-4.4,False,415,13,106,1,5,Powell
-4.6,False,415,13,106,1,5,Powell
-4.8,False,415,13,106,1,5,Powell
-5.0,False,415,13,106,1,5,Powell
-5.2,False,415,13,106,1,5,Powell
-5.4,False,415,13,106,1,5,Powell
-5.6,False,415,13,106,1,5,Powell
-5.8,False,415,13,106,1,5,Powell
-6.0,False,415,13,106,1,5,Powell
-6.2,False,415,13,106,1,5,Powell
-6.4,False,415,13,106,1,5,Powell
-6.6,False,415,13,106,1,5,Powell
-6.8,False,415,13,106,1,5,Powell
-7.0,False,415,13,106,1,5,Powell
-7.2,False,415,13,106,1,5,Powell
-7.4,False,415,13,106,1,5,Powell
-7.6,False,415,13,106,1,5,Powell
-7.8,False,415,13,106,1,5,Powell
-8.0,False,415,13,106,1,5,Powell
2.0,True,81,13,107,1,5,Powell
1.8,True,112,13,107,1,5,Powell
1.6,True,134,13,107,1,5,Powell
1.4,True,167,13,107,1,5,Powell
1.2,True,188,13,107,1,5,Powell
1.0,True,188,13,107,1,5,Powell
0.8,True,227,13,107,1,5,Powell
0.6,True,253,13,107,1,5,Powell
0.4,True,253,13,107,1,5,Powell
0.2,True,293,13,107,1,5,Powell
0.0,True,323,13,107,1,5,Powell
-0.2,True,334,13,107,1,5,Powell
-0.4,True,334,13,107,1,5,Powell
-0.6,True,351,13,107,1,5,Powell
