,target,ert,fid,dim,algorithm
33,-4.6000000000000005,65.4,14,3,GRS-LOPO
34,-4.800000000000001,67.46666666666667,14,3,GRS-LOPO
35,-5.0,67.46666666666667,14,3,GRS-LOPO
36,-5.2,70.6,14,3,GRS-LOPO
37,-5.4,138.13333333333333,14,3,GRS-LOPO
38,-5.6000000000000005,711.7333333333333,14,3,GRS-LOPO
39,-5.800000000000001,856.7333333333333,14,3,GRS-LOPO
40,-6.0,856.7333333333333,14,3,GRS-LOPO
41,-6.200000000000001,1107.2666666666667,14,3,GRS-LOPO
42,-6.4,1107.2666666666667,14,3,GRS-LOPO
43,-6.6,1182.6,14,3,GRS-LOPO
44,-6.800000000000001,1257.3333333333333,14,3,GRS-LOPO
45,-7.0,1257.3333333333333,14,3,GRS-LOPO
46,-7.200000000000001,1384.1333333333334,14,3,GRS-LOPO
47,-7.4,1384.1333333333334,14,3,GRS-LOPO
48,-7.600000000000001,1450.2666666666667,14,3,GRS-LOPO
49,-7.800000000000001,1508.7333333333333,14,3,GRS-LOPO
50,-8.0,1508.7333333333333,14,3,GRS-LOPO
0,2.0,1.0,14,3,Powell
1,1.8,1.0,14,3,Powell
2,1.6,1.2666666666666666,14,3,Powell
3,1.4,1.6,14,3,Powell
4,1.2,1.9333333333333333,14,3,Powell
5,1.0,5.666666666666667,14,3,Powell
6,0.7999999999999998,13.0,14,3,Powell
7,0.5999999999999999,24.8,14,3,Powell
8,0.3999999999999999,32.13333333333333,14,3,Powell
9,0.19999999999999998,37.53333333333333,14,3,Powell
10,0.0,37.53333333333333,14,3,Powell
11,-0.20000000000000015,50.8,14,3,Powell
12,-0.40000000000000036,52.8,14,3,Powell
13,-0.6000000000000001,56.2,14,3,Powell
14,-0.8000000000000003,60.53333333333333,14,3,Powell
15,-1.0,60.53333333333333,14,3,Powell
16,-1.2000000000000002,76.06666666666666,14,3,Powell
17,-1.4000000000000004,100.2,14,3,Powell
18,-1.6,100.2,14,3,Powell
19,-1.8000000000000003,214.33333333333334,14,3,Powell
20,-2.0,214.33333333333334,14,3,Powell
21,-2.2,332.3333333333333,14,3,Powell
22,-2.4000000000000004,3950.6666666666665,14,3,Powell
23,-2.6000000000000005,4353.2,14,3,Powell
24,-2.8000000000000007,23024.35714285714,14,3,Powell
25,-3.0,23024.35714285714,14,3,Powell
26,-3.2,23797.0,14,3,Powell
27,-3.4000000000000004,47856.07142857143,14,3,Powell
28,-3.6000000000000005,50777.57142857143,14,3,Powell
29,-3.8000000000000007,59002.307692307695,14,3,Powell
30,-4.0,59002.307692307695,14,3,Powell
31,-4.2,63226.61538461538,14,3,Powell
32,-4.4,84531.53846153847,14,3,Powell
33,-4.6000000000000005,145994.08333333334,14,3,Powell
34,-4.800000000000001,189574.41666666666,14,3,Powell
35,-5.0,189574.41666666666,14,3,Powell
36,-5.2,300214.44444444444,14,3,Powell
37,-5.4,315300.55555555556,14,3,Powell
38,-5.6000000000000005,576427.5,14,3,Powell
39,-5.800000000000001,713959.4,14,3,Powell
40,-6.0,713959.4,14,3,Powell
41,-6.200000000000001,2050455.0,14,3,Powell
42,-6.4,2050455.0,14,3,Powell
43,-6.6,2050472.5,14,3,Powell
44,-6.800000000000001,4293847.0,14,3,Powell
45,-7.0,4293847.0,14,3,Powell
46,-7.200000000000001,inf,14,3,Powell
47,-7.4,inf,14,3,Powell
48,-7.600000000000001,inf,14,3,Powell
49,-7.800000000000001,inf,14,3,Powell
50,-8.0,inf,14,3,Powell
0,2.0,1.0,14,3,SLSQP
1,1.8,1.0,14,3,SLSQP
2,1.6,1.4,14,3,SLSQP
3,1.4,1.7333333333333334,14,3,SLSQP
4,1.2,2.2,14,3,SLSQP
5,1.0,3.4,14,3,SLSQP
6,0.7999999999999998,6.333333333333333,14,3,SLSQP
7,0.5999999999999999,8.866666666666667,14,3,SLSQP
8,0.3999999999999999,10.933333333333334,14,3,SLSQP
9,0.19999999999999998,11.466666666666667,14,3,SLSQP
10,0.0,11.466666666666667,14,3,SLSQP
11,-0.20000000000000015,13.666666666666666,14,3,SLSQP
12,-0.40000000000000036,15.266666666666667,14,3,SLSQP
13,-0.6000000000000001,17.6,14,3,SLSQP
14,-0.8000000000000003,19.2,14,3,SLSQP
15,-1.0,19.2,14,3,SLSQP
16,-1.2000000000000002,23.333333333333332,14,3,SLSQP
17,-1.4000000000000004,26.6,14,3,SLSQP
18,-1.6,26.6,14,3,SLSQP
19,-1.8000000000000003,30.0,14,3,SLSQP
20,-2.0,30.0,14,3,SLSQP
21,-2.2,32.13333333333333,14,3,SLSQP
22,-2.4000000000000004,37.46666666666667,14,3,SLSQP
23,-2.6000000000000005,39.2,14,3,SLSQP
24,-2.8000000000000007,42.333333333333336,14,3,SLSQP
25,-3.0,42.333333333333336,14,3,SLSQP
26,-3.2,45.266666666666666,14,3,SLSQP
27,-3.4000000000000004,49.0,14,3,SLSQP
28,-3.6000000000000005,51.13333333333333,14,3,SLSQP
29,-3.8000000000000007,54.6,14,3,SLSQP
30,-4.0,54.6,14,3,SLSQP
31,-4.2,56.8,14,3,SLSQP
32,-4.4,59.733333333333334,14,3,SLSQP
33,-4.6000000000000005,65.4,14,3,SLSQP
34,-4.800000000000001,67.46666666666667,14,3,SLSQP
35,-5.0,67.46666666666667,14,3,SLSQP
36,-5.2,70.6,14,3,SLSQP
37,-5.4,78.0,14,3,SLSQP
38,-5.6000000000000005,178.2,14,3,SLSQP
39,-5.800000000000001,323.46666666666664,14,3,SLSQP
40,-6.0,323.46666666666664,14,3,SLSQP
41,-6.200000000000001,1280.2,14,3,SLSQP
42,-6.4,1280.2,14,3,SLSQP
43,-6.6,3035.733333333333,14,3,SLSQP
44,-6.800000000000001,7021.133333333333,14,3,SLSQP
45,-7.0,7021.133333333333,14,3,SLSQP
46,-7.200000000000001,26525.4,14,3,SLSQP
47,-7.4,26525.4,14,3,SLSQP
48,-7.600000000000001,82430.35714285714,14,3,SLSQP
49,-7.800000000000001,118415.0,14,3,SLSQP
50,-8.0,118415.0,14,3,SLSQP
0,2.0,1.0,14,3,L-BFGS-B
1,1.8,1.0,14,3,L-BFGS-B
2,1.6,1.3333333333333333,14,3,L-BFGS-B
3,1.4,1.6666666666666667,14,3,L-BFGS-B
4,1.2,2.533333333333333,14,3,L-BFGS-B
5,1.0,3.8,14,3,L-BFGS-B
6,0.7999999999999998,7.4,14,3,L-BFGS-B
7,0.5999999999999999,10.0,14,3,L-BFGS-B
8,0.3999999999999999,12.933333333333334,14,3,L-BFGS-B
9,0.19999999999999998,14.8,14,3,L-BFGS-B
10,0.0,14.8,14,3,L-BFGS-B
11,-0.20000000000000015,20.4,14,3,L-BFGS-B
12,-0.40000000000000036,21.2,14,3,L-BFGS-B
13,-0.6000000000000001,22.533333333333335,14,3,L-BFGS-B
14,-0.8000000000000003,24.133333333333333,14,3,L-BFGS-B
15,-1.0,24.133333333333333,14,3,L-BFGS-B
16,-1.2000000000000002,31.333333333333332,14,3,L-BFGS-B
17,-1.4000000000000004,34.266666666666666,14,3,L-BFGS-B
18,-1.6,34.266666666666666,14,3,L-BFGS-B
19,-1.8000000000000003,41.2,14,3,L-BFGS-B
20,-2.0,41.2,14,3,L-BFGS-B
21,-2.2,46.8,14,3,L-BFGS-B
22,-2.4000000000000004,53.2,14,3,L-BFGS-B
23,-2.6000000000000005,59.06666666666667,14,3,L-BFGS-B
24,-2.8000000000000007,62.8,14,3,L-BFGS-B
25,-3.0,62.8,14,3,L-BFGS-B
26,-3.2,66.53333333333333,14,3,L-BFGS-B
27,-3.4000000000000004,76.93333333333334,14,3,L-BFGS-B
28,-3.6000000000000005,79.33333333333333,14,3,L-BFGS-B
29,-3.8000000000000007,82.8,14,3,L-BFGS-B
30,-4.0,82.8,14,3,L-BFGS-B
31,-4.2,86.0,14,3,L-BFGS-B
32,-4.4,90.26666666666667,14,3,L-BFGS-B
33,-4.6000000000000005,99.06666666666666,14,3,L-BFGS-B
34,-4.800000000000001,100.93333333333334,14,3,L-BFGS-B
35,-5.0,100.93333333333334,14,3,L-BFGS-B
36,-5.2,104.66666666666667,14,3,L-BFGS-B
37,-5.4,118.26666666666667,14,3,L-BFGS-B
38,-5.6000000000000005,207.06666666666666,14,3,L-BFGS-B
39,-5.800000000000001,296.93333333333334,14,3,L-BFGS-B
40,-6.0,296.93333333333334,14,3,L-BFGS-B
41,-6.200000000000001,973.7333333333333,14,3,L-BFGS-B
42,-6.4,973.7333333333333,14,3,L-BFGS-B
43,-6.6,1152.4,14,3,L-BFGS-B
44,-6.800000000000001,1695.9333333333334,14,3,L-BFGS-B
45,-7.0,1695.9333333333334,14,3,L-BFGS-B
46,-7.200000000000001,3917.3333333333335,14,3,L-BFGS-B
47,-7.4,3917.3333333333335,14,3,L-BFGS-B
48,-7.600000000000001,26858.533333333333,14,3,L-BFGS-B
49,-7.800000000000001,36371.066666666666,14,3,L-BFGS-B
50,-8.0,36371.066666666666,14,3,L-BFGS-B
0,2.0,1.0,14,3,default
1,1.8,1.0,14,3,default
2,1.6,1.4,14,3,default
3,1.4,2.0,14,3,default
4,1.2,2.066666666666667,14,3,default
5,1.0,4.666666666666667,14,3,default
6,0.7999999999999998,8.666666666666666,14,3,default
7,0.5999999999999999,17.533333333333335,14,3,default
8,0.3999999999999999,31.066666666666666,14,3,default
9,0.19999999999999998,37.53333333333333,14,3,default
10,0.0,37.53333333333333,14,3,default
11,-0.20000000000000015,70.86666666666666,14,3,default
12,-0.40000000000000036,87.53333333333333,14,3,default
13,-0.6000000000000001,104.33333333333333,14,3,default
14,-0.8000000000000003,114.26666666666667,14,3,default
15,-1.0,114.26666666666667,14,3,default
16,-1.2000000000000002,136.2,14,3,default
17,-1.4000000000000004,143.26666666666668,14,3,default
18,-1.6,143.26666666666668,14,3,default
19,-1.8000000000000003,177.93333333333334,14,3,default
20,-2.0,177.93333333333334,14,3,default
21,-2.2,217.6,14,3,default
22,-2.4000000000000004,249.6,14,3,default
23,-2.6000000000000005,278.1333333333333,14,3,default
24,-2.8000000000000007,328.06666666666666,14,3,default
25,-3.0,328.06666666666666,14,3,default
26,-3.2,372.06666666666666,14,3,default
27,-3.4000000000000004,465.4,14,3,default
28,-3.6000000000000005,486.8666666666667,14,3,default
29,-3.8000000000000007,520.8666666666667,14,3,default
30,-4.0,520.8666666666667,14,3,default
31,-4.2,547.7333333333333,14,3,default
32,-4.4,601.1333333333333,14,3,default
33,-4.6000000000000005,679.3333333333334,14,3,default
34,-4.800000000000001,715.9333333333333,14,3,default
35,-5.0,715.9333333333333,14,3,default
36,-5.2,748.3333333333334,14,3,default
37,-5.4,788.1333333333333,14,3,default
38,-5.6000000000000005,855.2,14,3,default
39,-5.800000000000001,888.6,14,3,default
40,-6.0,888.6,14,3,default
41,-6.200000000000001,971.9333333333333,14,3,default
42,-6.4,971.9333333333333,14,3,default
43,-6.6,1002.9333333333333,14,3,default
44,-6.800000000000001,1087.2666666666667,14,3,default
45,-7.0,1087.2666666666667,14,3,default
46,-7.200000000000001,1168.3333333333333,14,3,default
47,-7.4,1168.3333333333333,14,3,default
48,-7.600000000000001,1220.9333333333334,14,3,default
49,-7.800000000000001,1250.9333333333334,14,3,default
50,-8.0,1250.9333333333334,14,3,default
0,2.0,1.0,14,3,2L
1,1.8,1.0,14,3,2L
2,1.6,1.4,14,3,2L
3,1.4,1.9333333333333333,14,3,2L
4,1.2,2.0,14,3,2L
5,1.0,4.2,14,3,2L
6,0.7999999999999998,10.733333333333333,14,3,2L
7,0.5999999999999999,16.733333333333334,14,3,2L
8,0.3999999999999999,28.8,14,3,2L
9,0.19999999999999998,51.53333333333333,14,3,2L
10,0.0,51.53333333333333,14,3,2L
11,-0.20000000000000015,91.26666666666667,14,3,2L
12,-0.40000000000000036,109.53333333333333,14,3,2L
13,-0.6000000000000001,125.06666666666666,14,3,2L
14,-0.8000000000000003,135.73333333333332,14,3,2L
15,-1.0,135.73333333333332,14,3,2L
16,-1.2000000000000002,178.13333333333333,14,3,2L
17,-1.4000000000000004,191.66666666666666,14,3,2L
18,-1.6,191.66666666666666,14,3,2L
19,-1.8000000000000003,224.53333333333333,14,3,2L
20,-2.0,224.53333333333333,14,3,2L
21,-2.2,251.53333333333333,14,3,2L
22,-2.4000000000000004,305.53333333333336,14,3,2L
23,-2.6000000000000005,344.8666666666667,14,3,2L
24,-2.8000000000000007,381.06666666666666,14,3,2L
25,-3.0,381.06666666666666,14,3,2L
26,-3.2,416.2,14,3,2L
27,-3.4000000000000004,495.4,14,3,2L
28,-3.6000000000000005,516.0,14,3,2L
29,-3.8000000000000007,553.4666666666667,14,3,2L
30,-4.0,553.4666666666667,14,3,2L
31,-4.2,577.6,14,3,2L
32,-4.4,631.6,14,3,2L
33,-4.6000000000000005,703.7333333333333,14,3,2L
34,-4.800000000000001,725.7333333333333,14,3,2L
35,-5.0,725.7333333333333,14,3,2L
36,-5.2,789.5333333333333,14,3,2L
37,-5.4,822.0666666666667,14,3,2L
38,-5.6000000000000005,896.9333333333333,14,3,2L
39,-5.800000000000001,938.4666666666667,14,3,2L
40,-6.0,938.4666666666667,14,3,2L
41,-6.200000000000001,1027.4666666666667,14,3,2L
42,-6.4,1027.4666666666667,14,3,2L
43,-6.6,1064.1333333333334,14,3,2L
44,-6.800000000000001,1126.7333333333333,14,3,2L
45,-7.0,1126.7333333333333,14,3,2L
46,-7.200000000000001,1178.1333333333334,14,3,2L
47,-7.4,1178.1333333333334,14,3,2L
48,-7.600000000000001,1223.9333333333334,14,3,2L
49,-7.800000000000001,1270.4,14,3,2L
50,-8.0,1270.4,14,3,2L
0,2.0,1.0,14,3,4L
1,1.8,1.0,14,3,4L
2,1.6,1.4,14,3,4L
3,1.4,1.9333333333333333,14,3,4L
4,1.2,2.0,14,3,4L
5,1.0,4.2,14,3,4L
6,0.7999999999999998,8.0,14,3,4L
7,0.5999999999999999,13.866666666666667,14,3,4L
8,0.3999999999999999,20.333333333333332,14,3,4L
9,0.19999999999999998,53.8,14,3,4L
10,0.0,53.8,14,3,4L
11,-0.20000000000000015,123.13333333333334,14,3,4L
12,-0.40000000000000036,155.86666666666667,14,3,4L
13,-0.6000000000000001,183.06666666666666,14,3,4L
14,-0.8000000000000003,198.53333333333333,14,3,4L
15,-1.0,198.53333333333333,14,3,4L
16,-1.2000000000000002,248.06666666666666,14,3,4L
17,-1.4000000000000004,276.3333333333333,14,3,4L
18,-1.6,276.3333333333333,14,3,4L
19,-1.8000000000000003,327.8,14,3,4L
20,-2.0,327.8,14,3,4L
21,-2.2,359.0,14,3,4L
22,-2.4000000000000004,443.2,14,3,4L
23,-2.6000000000000005,473.0,14,3,4L
24,-2.8000000000000007,510.8,14,3,4L
25,-3.0,510.8,14,3,4L
26,-3.2,533.8666666666667,14,3,4L
27,-3.4000000000000004,595.2,14,3,4L
28,-3.6000000000000005,675.2,14,3,4L
29,-3.8000000000000007,704.4666666666667,14,3,4L
30,-4.0,704.4666666666667,14,3,4L
31,-4.2,740.0,14,3,4L
32,-4.4,759.6666666666666,14,3,4L
33,-4.6000000000000005,849.0666666666667,14,3,4L
34,-4.800000000000001,914.9333333333333,14,3,4L
35,-5.0,914.9333333333333,14,3,4L
36,-5.2,944.8666666666667,14,3,4L
37,-5.4,984.8666666666667,14,3,4L
38,-5.6000000000000005,1064.1333333333334,14,3,4L
39,-5.800000000000001,1125.6666666666667,14,3,4L
40,-6.0,1125.6666666666667,14,3,4L
41,-6.200000000000001,1219.4,14,3,4L
42,-6.4,1219.4,14,3,4L
43,-6.6,1271.4666666666667,14,3,4L
44,-6.800000000000001,1324.8,14,3,4L
45,-7.0,1324.8,14,3,4L
46,-7.200000000000001,1432.2666666666667,14,3,4L
47,-7.4,1432.2666666666667,14,3,4L
48,-7.600000000000001,1514.9333333333334,14,3,4L
49,-7.800000000000001,1554.1333333333334,14,3,4L
50,-8.0,1554.1333333333334,14,3,4L
0,2.0,1.0,14,3,8L
1,1.8,1.0,14,3,8L
2,1.6,1.4,14,3,8L
3,1.4,1.9333333333333333,14,3,8L
4,1.2,2.0,14,3,8L
5,1.0,4.2,14,3,8L
6,0.7999999999999998,8.0,14,3,8L
7,0.5999999999999999,13.866666666666667,14,3,8L
8,0.3999999999999999,25.866666666666667,14,3,8L
9,0.19999999999999998,82.6,14,3,8L
10,0.0,82.6,14,3,8L
11,-0.20000000000000015,168.0,14,3,8L
12,-0.40000000000000036,200.53333333333333,14,3,8L
13,-0.6000000000000001,266.4,14,3,8L
14,-0.8000000000000003,300.8666666666667,14,3,8L
15,-1.0,300.8666666666667,14,3,8L
16,-1.2000000000000002,398.6,14,3,8L
17,-1.4000000000000004,434.3333333333333,14,3,8L
18,-1.6,434.3333333333333,14,3,8L
19,-1.8000000000000003,514.0,14,3,8L
20,-2.0,514.0,14,3,8L
21,-2.2,530.8,14,3,8L
22,-2.4000000000000004,628.1333333333333,14,3,8L
23,-2.6000000000000005,647.6666666666666,14,3,8L
24,-2.8000000000000007,680.8,14,3,8L
25,-3.0,680.8,14,3,8L
26,-3.2,722.4,14,3,8L
27,-3.4000000000000004,785.2666666666667,14,3,8L
28,-3.6000000000000005,822.1333333333333,14,3,8L
29,-3.8000000000000007,848.9333333333333,14,3,8L
30,-4.0,848.9333333333333,14,3,8L
31,-4.2,895.5333333333333,14,3,8L
32,-4.4,932.5333333333333,14,3,8L
33,-4.6000000000000005,1031.5333333333333,14,3,8L
34,-4.800000000000001,1084.5333333333333,14,3,8L
35,-5.0,1084.5333333333333,14,3,8L
36,-5.2,1172.4666666666667,14,3,8L
37,-5.4,1216.4,14,3,8L
38,-5.6000000000000005,1303.0666666666666,14,3,8L
39,-5.800000000000001,1370.7333333333333,14,3,8L
40,-6.0,1370.7333333333333,14,3,8L
41,-6.200000000000001,1434.1333333333334,14,3,8L
42,-6.4,1434.1333333333334,14,3,8L
43,-6.6,1452.4,14,3,8L
44,-6.800000000000001,1536.4,14,3,8L
45,-7.0,1536.4,14,3,8L
46,-7.200000000000001,1597.9333333333334,14,3,8L
47,-7.4,1597.9333333333334,14,3,8L
48,-7.600000000000001,1684.6666666666667,14,3,8L
49,-7.800000000000001,1738.0666666666666,14,3,8L
50,-8.0,1738.0666666666666,14,3,8L
0,2.0,1.0,14,3,16L
1,1.8,1.0,14,3,16L
2,1.6,1.4,14,3,16L
3,1.4,1.9333333333333333,14,3,16L
4,1.2,2.0,14,3,16L
5,1.0,4.2,14,3,16L
6,0.7999999999999998,8.0,14,3,16L
7,0.5999999999999999,22.466666666666665,14,3,16L
8,0.3999999999999999,33.8,14,3,16L
9,0.19999999999999998,107.13333333333334,14,3,16L
10,0.0,107.13333333333334,14,3,16L
11,-0.20000000000000015,238.33333333333334,14,3,16L
12,-0.40000000000000036,305.6,14,3,16L
13,-0.6000000000000001,369.6666666666667,14,3,16L
14,-0.8000000000000003,449.4,14,3,16L
15,-1.0,449.4,14,3,16L
16,-1.2000000000000002,535.9333333333333,14,3,16L
17,-1.4000000000000004,594.6,14,3,16L
18,-1.6,594.6,14,3,16L
19,-1.8000000000000003,662.3333333333334,14,3,16L
20,-2.0,662.3333333333334,14,3,16L
21,-2.2,726.8,14,3,16L
22,-2.4000000000000004,824.2,14,3,16L
23,-2.6000000000000005,915.4666666666667,14,3,16L
24,-2.8000000000000007,984.0666666666667,14,3,16L
25,-3.0,984.0666666666667,14,3,16L
26,-3.2,1032.8666666666666,14,3,16L
27,-3.4000000000000004,1138.4,14,3,16L
28,-3.6000000000000005,1190.2666666666667,14,3,16L
29,-3.8000000000000007,1244.3333333333333,14,3,16L
30,-4.0,1244.3333333333333,14,3,16L
31,-4.2,1308.4666666666667,14,3,16L
32,-4.4,1374.2666666666667,14,3,16L
33,-4.6000000000000005,1545.6,14,3,16L
34,-4.800000000000001,1564.2666666666667,14,3,16L
35,-5.0,1564.2666666666667,14,3,16L
36,-5.2,1595.9333333333334,14,3,16L
37,-5.4,1658.8,14,3,16L
38,-5.6000000000000005,1798.4,14,3,16L
39,-5.800000000000001,1866.8,14,3,16L
40,-6.0,1866.8,14,3,16L
41,-6.200000000000001,1978.6666666666667,14,3,16L
42,-6.4,1978.6666666666667,14,3,16L
43,-6.6,2055.0,14,3,16L
44,-6.800000000000001,2230.6666666666665,14,3,16L
45,-7.0,2230.6666666666665,14,3,16L
46,-7.200000000000001,2361.6666666666665,14,3,16L
47,-7.4,2361.6666666666665,14,3,16L
48,-7.600000000000001,2494.866666666667,14,3,16L
49,-7.800000000000001,2553.6666666666665,14,3,16L
50,-8.0,2553.6666666666665,14,3,16L
0,2.0,1.0,14,3,32L
1,1.8,1.0,14,3,32L
2,1.6,1.4,14,3,32L
3,1.4,1.9333333333333333,14,3,32L
4,1.2,2.0,14,3,32L
5,1.0,4.2,14,3,32L
6,0.7999999999999998,8.0,14,3,32L
7,0.5999999999999999,20.2,14,3,32L
8,0.3999999999999999,33.06666666666667,14,3,32L
9,0.19999999999999998,130.26666666666668,14,3,32L
10,0.0,130.26666666666668,14,3,32L
11,-0.20000000000000015,316.06666666666666,14,3,32L
12,-0.40000000000000036,413.53333333333336,14,3,32L
13,-0.6000000000000001,575.6666666666666,14,3,32L
14,-0.8000000000000003,674.5333333333333,14,3,32L
15,-1.0,674.5333333333333,14,3,32L
16,-1.2000000000000002,873.6666666666666,14,3,32L
17,-1.4000000000000004,957.3333333333334,14,3,32L
18,-1.6,957.3333333333334,14,3,32L
19,-1.8000000000000003,1166.2666666666667,14,3,32L
20,-2.0,1166.2666666666667,14,3,32L
21,-2.2,1335.8,14,3,32L
22,-2.4000000000000004,1593.4666666666667,14,3,32L
23,-2.6000000000000005,1692.7333333333333,14,3,32L
24,-2.8000000000000007,1804.7333333333333,14,3,32L
25,-3.0,1804.7333333333333,14,3,32L
26,-3.2,1903.7333333333333,14,3,32L
27,-3.4000000000000004,2210.4666666666667,14,3,32L
28,-3.6000000000000005,2260.4,14,3,32L
29,-3.8000000000000007,2403.4,14,3,32L
30,-4.0,2403.4,14,3,32L
31,-4.2,2498.9333333333334,14,3,32L
32,-4.4,2703.9333333333334,14,3,32L
33,-4.6000000000000005,2968.266666666667,14,3,32L
34,-4.800000000000001,3075.2,14,3,32L
35,-5.0,3075.2,14,3,32L
36,-5.2,3172.733333333333,14,3,32L
37,-5.4,3246.5333333333333,14,3,32L
38,-5.6000000000000005,3542.2,14,3,32L
39,-5.800000000000001,3628.0,14,3,32L
40,-6.0,3628.0,14,3,32L
41,-6.200000000000001,4024.2,14,3,32L
42,-6.4,4024.2,14,3,32L
43,-6.6,4153.466666666666,14,3,32L
44,-6.800000000000001,4413.533333333334,14,3,32L
45,-7.0,4413.533333333334,14,3,32L
46,-7.200000000000001,4696.666666666667,14,3,32L
47,-7.4,4696.666666666667,14,3,32L
48,-7.600000000000001,4982.333333333333,14,3,32L
49,-7.800000000000001,5123.466666666666,14,3,32L
50,-8.0,5123.466666666666,14,3,32L
0,2.0,1.0,14,3,64L
1,1.8,1.0,14,3,64L
2,1.6,1.4,14,3,64L
3,1.4,1.9333333333333333,14,3,64L
4,1.2,2.0,14,3,64L
5,1.0,4.2,14,3,64L
6,0.7999999999999998,8.0,14,3,64L
7,0.5999999999999999,20.2,14,3,64L
8,0.3999999999999999,33.06666666666667,14,3,64L
9,0.19999999999999998,143.0,14,3,64L
10,0.0,143.0,14,3,64L
11,-0.20000000000000015,443.0,14,3,64L
12,-0.40000000000000036,732.6,14,3,64L
13,-0.6000000000000001,1088.6666666666667,14,3,64L
14,-0.8000000000000003,1275.4,14,3,64L
15,-1.0,1275.4,14,3,64L
16,-1.2000000000000002,1868.4666666666667,14,3,64L
17,-1.4000000000000004,2083.2,14,3,64L
18,-1.6,2083.2,14,3,64L
19,-1.8000000000000003,2525.6,14,3,64L
20,-2.0,2525.6,14,3,64L
21,-2.2,2617.733333333333,14,3,64L
22,-2.4000000000000004,3053.5333333333333,14,3,64L
23,-2.6000000000000005,3220.2,14,3,64L
24,-2.8000000000000007,3418.866666666667,14,3,64L
25,-3.0,3418.866666666667,14,3,64L
26,-3.2,3724.266666666667,14,3,64L
27,-3.4000000000000004,4275.066666666667,14,3,64L
28,-3.6000000000000005,4422.866666666667,14,3,64L
29,-3.8000000000000007,4816.066666666667,14,3,64L
30,-4.0,4816.066666666667,14,3,64L
31,-4.2,4957.266666666666,14,3,64L
32,-4.4,5018.4,14,3,64L
33,-4.6000000000000005,5560.0,14,3,64L
34,-4.800000000000001,5886.2,14,3,64L
35,-5.0,5886.2,14,3,64L
36,-5.2,6132.066666666667,14,3,64L
37,-5.4,6361.266666666666,14,3,64L
38,-5.6000000000000005,6962.933333333333,14,3,64L
39,-5.800000000000001,7165.666666666667,14,3,64L
40,-6.0,7165.666666666667,14,3,64L
41,-6.200000000000001,7895.0,14,3,64L
42,-6.4,7895.0,14,3,64L
43,-6.6,8267.933333333332,14,3,64L
44,-6.800000000000001,8698.8,14,3,64L
45,-7.0,8698.8,14,3,64L
46,-7.200000000000001,9314.133333333333,14,3,64L
47,-7.4,9314.133333333333,14,3,64L
48,-7.600000000000001,9876.066666666668,14,3,64L
49,-7.800000000000001,10279.4,14,3,64L
50,-8.0,10279.4,14,3,64L
0,2.0,6.0,15,3,VBS
1,1.8,11.0,15,3,VBS
2,1.6,18.0,15,3,VBS
3,1.4,45.0,15,3,VBS
4,1.2,82.0,15,3,VBS
5,1.0,120.0,15,3,VBS
6,0.7999999999999998,326.0,15,3,VBS
7,0.5999999999999999,369.0,15,3,VBS
8,0.3999999999999999,992.0,15,3,VBS
9,0.19999999999999998,1287.0,15,3,VBS
10,0.0,1287.0,15,3,VBS
11,-0.20000000000000015,3281.0,15,3,VBS
12,-0.40000000000000036,3386.0,15,3,VBS
13,-0.6000000000000001,3440.0,15,3,VBS
14,-0.8000000000000003,3508.0,15,3,VBS
15,-1.0,3508.0,15,3,VBS
16,-1.2000000000000002,3617.0,15,3,VBS
17,-1.4000000000000004,3654.0,15,3,VBS
18,-1.6,3654.0,15,3,VBS
19,-1.8000000000000003,3717.0,15,3,VBS
20,-2.0,3717.0,15,3,VBS
21,-2.2,3733.0,15,3,VBS
22,-2.4000000000000004,3791.0,15,3,VBS
23,-2.6000000000000005,3849.0,15,3,VBS
24,-2.8000000000000007,3895.0,15,3,VBS
25,-3.0,3895.0,15,3,VBS
26,-3.2,3907.0,15,3,VBS
27,-3.4000000000000004,3946.0,15,3,VBS
28,-3.6000000000000005,3979.0,15,3,VBS
29,-3.8000000000000007,3997.0,15,3,VBS
30,-4.0,3997.0,15,3,VBS
31,-4.2,4026.0,15,3,VBS
32,-4.4,4062.0,15,3,VBS
33,-4.6000000000000005,4123.0,15,3,VBS
34,-4.800000000000001,4159.0,15,3,VBS
35,-5.0,4159.0,15,3,VBS
36,-5.2,4200.0,15,3,VBS
37,-5.4,4210.0,15,3,VBS
38,-5.6000000000000005,4269.0,15,3,VBS
39,-5.800000000000001,4285.0,15,3,VBS
40,-6.0,4285.0,15,3,VBS
41,-6.200000000000001,4323.0,15,3,VBS
42,-6.4,4323.0,15,3,VBS
43,-6.6,4338.0,15,3,VBS
44,-6.800000000000001,4400.0,15,3,VBS
45,-7.0,4400.0,15,3,VBS
46,-7.200000000000001,4466.0,15,3,VBS
47,-7.4,4466.0,15,3,VBS
48,-7.600000000000001,4554.0,15,3,VBS
49,-7.800000000000001,4570.0,15,3,VBS
50,-8.0,4570.0,15,3,VBS
0,2.0,31.466666666666665,15,3,GRS
1,1.8,42.46666666666667,15,3,GRS
2,1.6,62.53333333333333,15,3,GRS
3,1.4,102.13333333333334,15,3,GRS
4,1.2,136.53333333333333,15,3,GRS
5,1.0,274.53333333333336,15,3,GRS
6,0.7999999999999998,961.0666666666667,15,3,GRS
7,0.5999999999999999,1226.4,15,3,GRS
