,target,ert,fid,dim,algorithm
7,0.5999999999999999,49.333333333333336,22,2,GRS-LOPO
8,0.3999999999999999,250.93333333333334,22,2,GRS-LOPO
9,0.19999999999999998,252.8,22,2,GRS-LOPO
10,0.0,252.8,22,2,GRS-LOPO
11,-0.20000000000000015,429.53333333333336,22,2,GRS-LOPO
12,-0.40000000000000036,429.53333333333336,22,2,GRS-LOPO
13,-0.6000000000000001,444.26666666666665,22,2,GRS-LOPO
14,-0.8000000000000003,449.8,22,2,GRS-LOPO
15,-1.0,449.8,22,2,GRS-LOPO
16,-1.2000000000000002,460.6,22,2,GRS-LOPO
17,-1.4000000000000004,470.93333333333334,22,2,GRS-LOPO
18,-1.6,470.93333333333334,22,2,GRS-LOPO
19,-1.8000000000000003,618.6,22,2,GRS-LOPO
20,-2.0,618.6,22,2,GRS-LOPO
21,-2.2,618.9333333333333,22,2,GRS-LOPO
22,-2.4000000000000004,652.2,22,2,GRS-LOPO
23,-2.6000000000000005,654.0,22,2,GRS-LOPO
24,-2.8000000000000007,681.1333333333333,22,2,GRS-LOPO
25,-3.0,681.1333333333333,22,2,GRS-LOPO
26,-3.2,785.8,22,2,GRS-LOPO
27,-3.4000000000000004,1198.0666666666666,22,2,GRS-LOPO
28,-3.6000000000000005,1213.4,22,2,GRS-LOPO
29,-3.8000000000000007,1221.2666666666667,22,2,GRS-LOPO
30,-4.0,1221.2666666666667,22,2,GRS-LOPO
31,-4.2,1227.2666666666667,22,2,GRS-LOPO
32,-4.4,1246.6666666666667,22,2,GRS-LOPO
33,-4.6000000000000005,1452.3333333333333,22,2,GRS-LOPO
34,-4.800000000000001,1454.5333333333333,22,2,GRS-LOPO
35,-5.0,1454.5333333333333,22,2,GRS-LOPO
36,-5.2,1457.2666666666667,22,2,GRS-LOPO
37,-5.4,1459.9333333333334,22,2,GRS-LOPO
38,-5.6000000000000005,1474.2666666666667,22,2,GRS-LOPO
39,-5.800000000000001,1478.0666666666666,22,2,GRS-LOPO
40,-6.0,1478.0666666666666,22,2,GRS-LOPO
41,-6.200000000000001,1492.2,22,2,GRS-LOPO
42,-6.4,1492.2,22,2,GRS-LOPO
43,-6.6,1499.8,22,2,GRS-LOPO
44,-6.800000000000001,1716.9333333333334,22,2,GRS-LOPO
45,-7.0,1716.9333333333334,22,2,GRS-LOPO
46,-7.200000000000001,1723.3333333333333,22,2,GRS-LOPO
47,-7.4,1723.3333333333333,22,2,GRS-LOPO
48,-7.600000000000001,1775.0666666666666,22,2,GRS-LOPO
49,-7.800000000000001,1782.2,22,2,GRS-LOPO
50,-8.0,1782.2,22,2,GRS-LOPO
0,2.0,1.0,22,2,Powell
1,1.8,2.066666666666667,22,2,Powell
2,1.6,3.533333333333333,22,2,Powell
3,1.4,4.266666666666667,22,2,Powell
4,1.2,7.4,22,2,Powell
5,1.0,9.533333333333333,22,2,Powell
6,0.7999999999999998,30.133333333333333,22,2,Powell
7,0.5999999999999999,46.93333333333333,22,2,Powell
8,0.3999999999999999,144.0,22,2,Powell
9,0.19999999999999998,145.86666666666667,22,2,Powell
10,0.0,145.86666666666667,22,2,Powell
11,-0.20000000000000015,282.2,22,2,Powell
12,-0.40000000000000036,283.93333333333334,22,2,Powell
13,-0.6000000000000001,291.2,22,2,Powell
14,-0.8000000000000003,330.3333333333333,22,2,Powell
15,-1.0,330.3333333333333,22,2,Powell
16,-1.2000000000000002,332.4,22,2,Powell
17,-1.4000000000000004,335.6666666666667,22,2,Powell
18,-1.6,335.6666666666667,22,2,Powell
19,-1.8000000000000003,545.4,22,2,Powell
20,-2.0,545.4,22,2,Powell
21,-2.2,595.4666666666667,22,2,Powell
22,-2.4000000000000004,697.0,22,2,Powell
23,-2.6000000000000005,697.0666666666667,22,2,Powell
24,-2.8000000000000007,698.0666666666667,22,2,Powell
25,-3.0,698.0666666666667,22,2,Powell
26,-3.2,829.9333333333333,22,2,Powell
27,-3.4000000000000004,884.2,22,2,Powell
28,-3.6000000000000005,1032.8,22,2,Powell
29,-3.8000000000000007,1033.2666666666667,22,2,Powell
30,-4.0,1033.2666666666667,22,2,Powell
31,-4.2,1034.2,22,2,Powell
32,-4.4,1220.8666666666666,22,2,Powell
33,-4.6000000000000005,1295.8,22,2,Powell
34,-4.800000000000001,1295.8,22,2,Powell
35,-5.0,1295.8,22,2,Powell
36,-5.2,1393.0,22,2,Powell
37,-5.4,1393.0666666666666,22,2,Powell
38,-5.6000000000000005,1393.5333333333333,22,2,Powell
39,-5.800000000000001,1394.2,22,2,Powell
40,-6.0,1394.2,22,2,Powell
41,-6.200000000000001,1395.5333333333333,22,2,Powell
42,-6.4,1395.5333333333333,22,2,Powell
43,-6.6,1397.2666666666667,22,2,Powell
44,-6.800000000000001,1398.5333333333333,22,2,Powell
45,-7.0,1398.5333333333333,22,2,Powell
46,-7.200000000000001,1401.5333333333333,22,2,Powell
47,-7.4,1401.5333333333333,22,2,Powell
48,-7.600000000000001,1544.9333333333334,22,2,Powell
49,-7.800000000000001,1545.0,22,2,Powell
50,-8.0,1545.0,22,2,Powell
0,2.0,1.0,22,2,SLSQP
1,1.8,2.8,22,2,SLSQP
2,1.6,5.066666666666666,22,2,SLSQP
3,1.4,6.733333333333333,22,2,SLSQP
4,1.2,14.866666666666667,22,2,SLSQP
5,1.0,17.6,22,2,SLSQP
6,0.7999999999999998,40.0,22,2,SLSQP
7,0.5999999999999999,44.53333333333333,22,2,SLSQP
8,0.3999999999999999,100.66666666666667,22,2,SLSQP
9,0.19999999999999998,101.73333333333333,22,2,SLSQP
10,0.0,101.73333333333333,22,2,SLSQP
11,-0.20000000000000015,254.0,22,2,SLSQP
12,-0.40000000000000036,254.46666666666667,22,2,SLSQP
13,-0.6000000000000001,254.66666666666666,22,2,SLSQP
14,-0.8000000000000003,254.86666666666667,22,2,SLSQP
15,-1.0,254.86666666666667,22,2,SLSQP
16,-1.2000000000000002,256.8,22,2,SLSQP
17,-1.4000000000000004,258.0,22,2,SLSQP
18,-1.6,258.0,22,2,SLSQP
19,-1.8000000000000003,263.53333333333336,22,2,SLSQP
20,-2.0,263.53333333333336,22,2,SLSQP
21,-2.2,264.1333333333333,22,2,SLSQP
22,-2.4000000000000004,266.46666666666664,22,2,SLSQP
23,-2.6000000000000005,266.8666666666667,22,2,SLSQP
24,-2.8000000000000007,267.8,22,2,SLSQP
25,-3.0,267.8,22,2,SLSQP
26,-3.2,280.93333333333334,22,2,SLSQP
27,-3.4000000000000004,282.0,22,2,SLSQP
28,-3.6000000000000005,284.6,22,2,SLSQP
29,-3.8000000000000007,286.0,22,2,SLSQP
30,-4.0,286.0,22,2,SLSQP
31,-4.2,287.2,22,2,SLSQP
32,-4.4,288.0,22,2,SLSQP
33,-4.6000000000000005,362.06666666666666,22,2,SLSQP
34,-4.800000000000001,362.3333333333333,22,2,SLSQP
35,-5.0,362.3333333333333,22,2,SLSQP
36,-5.2,489.0,22,2,SLSQP
37,-5.4,489.4,22,2,SLSQP
38,-5.6000000000000005,489.8,22,2,SLSQP
39,-5.800000000000001,579.7333333333333,22,2,SLSQP
40,-6.0,579.7333333333333,22,2,SLSQP
41,-6.200000000000001,768.8666666666667,22,2,SLSQP
42,-6.4,768.8666666666667,22,2,SLSQP
43,-6.6,1108.8666666666666,22,2,SLSQP
44,-6.800000000000001,1405.6,22,2,SLSQP
45,-7.0,1405.6,22,2,SLSQP
46,-7.200000000000001,2546.6,22,2,SLSQP
47,-7.4,2546.6,22,2,SLSQP
48,-7.600000000000001,3363.8,22,2,SLSQP
49,-7.800000000000001,4023.133333333333,22,2,SLSQP
50,-8.0,4023.133333333333,22,2,SLSQP
0,2.0,1.0,22,2,L-BFGS-B
1,1.8,2.3333333333333335,22,2,L-BFGS-B
2,1.6,3.933333333333333,22,2,L-BFGS-B
3,1.4,7.866666666666666,22,2,L-BFGS-B
4,1.2,11.2,22,2,L-BFGS-B
5,1.0,15.533333333333333,22,2,L-BFGS-B
6,0.7999999999999998,57.93333333333333,22,2,L-BFGS-B
7,0.5999999999999999,78.2,22,2,L-BFGS-B
8,0.3999999999999999,159.8,22,2,L-BFGS-B
9,0.19999999999999998,181.8,22,2,L-BFGS-B
10,0.0,181.8,22,2,L-BFGS-B
11,-0.20000000000000015,250.6,22,2,L-BFGS-B
12,-0.40000000000000036,250.8,22,2,L-BFGS-B
13,-0.6000000000000001,251.0,22,2,L-BFGS-B
14,-0.8000000000000003,253.0,22,2,L-BFGS-B
15,-1.0,253.0,22,2,L-BFGS-B
16,-1.2000000000000002,323.0,22,2,L-BFGS-B
17,-1.4000000000000004,326.0,22,2,L-BFGS-B
18,-1.6,326.0,22,2,L-BFGS-B
19,-1.8000000000000003,330.0,22,2,L-BFGS-B
20,-2.0,330.0,22,2,L-BFGS-B
21,-2.2,331.6,22,2,L-BFGS-B
22,-2.4000000000000004,335.2,22,2,L-BFGS-B
23,-2.6000000000000005,335.8,22,2,L-BFGS-B
24,-2.8000000000000007,336.4,22,2,L-BFGS-B
25,-3.0,336.4,22,2,L-BFGS-B
26,-3.2,339.8,22,2,L-BFGS-B
27,-3.4000000000000004,341.6,22,2,L-BFGS-B
28,-3.6000000000000005,342.6,22,2,L-BFGS-B
29,-3.8000000000000007,343.4,22,2,L-BFGS-B
30,-4.0,343.4,22,2,L-BFGS-B
31,-4.2,344.2,22,2,L-BFGS-B
32,-4.4,344.8,22,2,L-BFGS-B
33,-4.6000000000000005,345.8,22,2,L-BFGS-B
34,-4.800000000000001,347.0,22,2,L-BFGS-B
35,-5.0,347.0,22,2,L-BFGS-B
36,-5.2,529.8,22,2,L-BFGS-B
37,-5.4,539.2,22,2,L-BFGS-B
38,-5.6000000000000005,560.6,22,2,L-BFGS-B
39,-5.800000000000001,562.6,22,2,L-BFGS-B
40,-6.0,562.6,22,2,L-BFGS-B
41,-6.200000000000001,568.8,22,2,L-BFGS-B
42,-6.4,568.8,22,2,L-BFGS-B
43,-6.6,569.8,22,2,L-BFGS-B
44,-6.800000000000001,1096.0,22,2,L-BFGS-B
45,-7.0,1096.0,22,2,L-BFGS-B
46,-7.200000000000001,1780.4,22,2,L-BFGS-B
47,-7.4,1780.4,22,2,L-BFGS-B
48,-7.600000000000001,1873.8,22,2,L-BFGS-B
49,-7.800000000000001,2361.6,22,2,L-BFGS-B
50,-8.0,2361.6,22,2,L-BFGS-B
0,2.0,1.0,22,2,default
1,1.8,1.4666666666666666,22,2,default
2,1.6,1.8666666666666667,22,2,default
3,1.4,2.2666666666666666,22,2,default
4,1.2,4.866666666666666,22,2,default
5,1.0,6.333333333333333,22,2,default
6,0.7999999999999998,19.533333333333335,22,2,default
7,0.5999999999999999,35.733333333333334,22,2,default
8,0.3999999999999999,80.93333333333334,22,2,default
9,0.19999999999999998,86.33333333333333,22,2,default
10,0.0,86.33333333333333,22,2,default
11,-0.20000000000000015,650.2,22,2,default
12,-0.40000000000000036,656.4666666666667,22,2,default
13,-0.6000000000000001,656.8,22,2,default
14,-0.8000000000000003,748.4666666666667,22,2,default
15,-1.0,748.4666666666667,22,2,default
16,-1.2000000000000002,757.6666666666666,22,2,default
17,-1.4000000000000004,772.2666666666667,22,2,default
18,-1.6,772.2666666666667,22,2,default
19,-1.8000000000000003,959.5333333333333,22,2,default
20,-2.0,959.5333333333333,22,2,default
21,-2.2,986.8666666666667,22,2,default
22,-2.4000000000000004,1099.9333333333334,22,2,default
23,-2.6000000000000005,1102.5333333333333,22,2,default
24,-2.8000000000000007,1106.3333333333333,22,2,default
25,-3.0,1106.3333333333333,22,2,default
26,-3.2,1118.6,22,2,default
27,-3.4000000000000004,1135.8,22,2,default
28,-3.6000000000000005,1137.8666666666666,22,2,default
29,-3.8000000000000007,1138.7333333333333,22,2,default
30,-4.0,1138.7333333333333,22,2,default
31,-4.2,1143.2666666666667,22,2,default
32,-4.4,1143.2666666666667,22,2,default
33,-4.6000000000000005,1154.0666666666666,22,2,default
34,-4.800000000000001,1159.1333333333334,22,2,default
35,-5.0,1159.1333333333334,22,2,default
36,-5.2,1161.4666666666667,22,2,default
37,-5.4,1164.7333333333333,22,2,default
38,-5.6000000000000005,1168.2666666666667,22,2,default
39,-5.800000000000001,1169.4,22,2,default
40,-6.0,1169.4,22,2,default
41,-6.200000000000001,1184.6,22,2,default
42,-6.4,1184.6,22,2,default
43,-6.6,1187.3333333333333,22,2,default
44,-6.800000000000001,1189.2666666666667,22,2,default
45,-7.0,1189.2666666666667,22,2,default
46,-7.200000000000001,1202.8,22,2,default
47,-7.4,1202.8,22,2,default
48,-7.600000000000001,1204.0666666666666,22,2,default
49,-7.800000000000001,1215.2,22,2,default
50,-8.0,1215.2,22,2,default
0,2.0,1.0,22,2,2L
1,1.8,1.4666666666666666,22,2,2L
2,1.6,1.8666666666666667,22,2,2L
3,1.4,2.2666666666666666,22,2,2L
4,1.2,4.6,22,2,2L
5,1.0,5.733333333333333,22,2,2L
6,0.7999999999999998,17.933333333333334,22,2,2L
7,0.5999999999999999,21.533333333333335,22,2,2L
8,0.3999999999999999,137.33333333333334,22,2,2L
9,0.19999999999999998,140.46666666666667,22,2,2L
10,0.0,140.46666666666667,22,2,2L
11,-0.20000000000000015,384.3333333333333,22,2,2L
12,-0.40000000000000036,682.2666666666667,22,2,2L
13,-0.6000000000000001,696.7333333333333,22,2,2L
14,-0.8000000000000003,774.3333333333334,22,2,2L
15,-1.0,774.3333333333334,22,2,2L
16,-1.2000000000000002,964.6,22,2,2L
17,-1.4000000000000004,983.1333333333333,22,2,2L
18,-1.6,983.1333333333333,22,2,2L
19,-1.8000000000000003,1224.0,22,2,2L
20,-2.0,1224.0,22,2,2L
21,-2.2,1242.9333333333334,22,2,2L
22,-2.4000000000000004,1283.9333333333334,22,2,2L
23,-2.6000000000000005,1287.0,22,2,2L
24,-2.8000000000000007,1288.2,22,2,2L
25,-3.0,1288.2,22,2,2L
26,-3.2,1297.0,22,2,2L
27,-3.4000000000000004,1305.0,22,2,2L
28,-3.6000000000000005,1310.6,22,2,2L
29,-3.8000000000000007,1322.7333333333333,22,2,2L
30,-4.0,1322.7333333333333,22,2,2L
31,-4.2,1329.5333333333333,22,2,2L
32,-4.4,1332.2666666666667,22,2,2L
33,-4.6000000000000005,1355.6666666666667,22,2,2L
34,-4.800000000000001,1357.0666666666666,22,2,2L
35,-5.0,1357.0666666666666,22,2,2L
36,-5.2,1368.4,22,2,2L
37,-5.4,1378.8,22,2,2L
38,-5.6000000000000005,1388.6,22,2,2L
39,-5.800000000000001,1400.5333333333333,22,2,2L
40,-6.0,1400.5333333333333,22,2,2L
41,-6.200000000000001,1402.4666666666667,22,2,2L
42,-6.4,1402.4666666666667,22,2,2L
43,-6.6,1404.1333333333334,22,2,2L
44,-6.800000000000001,1414.0666666666666,22,2,2L
45,-7.0,1414.0666666666666,22,2,2L
46,-7.200000000000001,1430.6,22,2,2L
47,-7.4,1430.6,22,2,2L
48,-7.600000000000001,1435.4666666666667,22,2,2L
49,-7.800000000000001,1442.2666666666667,22,2,2L
50,-8.0,1442.2666666666667,22,2,2L
0,2.0,1.0,22,2,4L
1,1.8,1.4666666666666666,22,2,4L
2,1.6,1.8666666666666667,22,2,4L
3,1.4,2.2666666666666666,22,2,4L
4,1.2,4.933333333333334,22,2,4L
5,1.0,6.533333333333333,22,2,4L
6,0.7999999999999998,10.933333333333334,22,2,4L
7,0.5999999999999999,14.266666666666667,22,2,4L
8,0.3999999999999999,119.53333333333333,22,2,4L
9,0.19999999999999998,139.26666666666668,22,2,4L
10,0.0,139.26666666666668,22,2,4L
11,-0.20000000000000015,791.7333333333333,22,2,4L
12,-0.40000000000000036,798.3333333333334,22,2,4L
13,-0.6000000000000001,798.6666666666666,22,2,4L
14,-0.8000000000000003,829.9333333333333,22,2,4L
15,-1.0,829.9333333333333,22,2,4L
16,-1.2000000000000002,1331.1333333333334,22,2,4L
17,-1.4000000000000004,1384.9333333333334,22,2,4L
18,-1.6,1384.9333333333334,22,2,4L
19,-1.8000000000000003,1505.6,22,2,4L
20,-2.0,1505.6,22,2,4L
21,-2.2,1512.0666666666666,22,2,4L
22,-2.4000000000000004,1912.7333333333333,22,2,4L
23,-2.6000000000000005,1912.8666666666666,22,2,4L
24,-2.8000000000000007,2122.5333333333333,22,2,4L
25,-3.0,2122.5333333333333,22,2,4L
26,-3.2,2141.9333333333334,22,2,4L
27,-3.4000000000000004,2500.866666666667,22,2,4L
28,-3.6000000000000005,2509.133333333333,22,2,4L
29,-3.8000000000000007,2515.9333333333334,22,2,4L
30,-4.0,2515.9333333333334,22,2,4L
31,-4.2,2526.266666666667,22,2,4L
32,-4.4,2538.866666666667,22,2,4L
33,-4.6000000000000005,2563.0,22,2,4L
34,-4.800000000000001,2577.2,22,2,4L
35,-5.0,2577.2,22,2,4L
36,-5.2,2584.866666666667,22,2,4L
37,-5.4,2585.8,22,2,4L
38,-5.6000000000000005,2613.2,22,2,4L
39,-5.800000000000001,2615.0666666666666,22,2,4L
40,-6.0,2615.0666666666666,22,2,4L
41,-6.200000000000001,2638.9333333333334,22,2,4L
42,-6.4,2638.9333333333334,22,2,4L
43,-6.6,2638.9333333333334,22,2,4L
44,-6.800000000000001,2653.733333333333,22,2,4L
45,-7.0,2653.733333333333,22,2,4L
46,-7.200000000000001,2659.733333333333,22,2,4L
47,-7.4,2659.733333333333,22,2,4L
48,-7.600000000000001,2662.733333333333,22,2,4L
49,-7.800000000000001,2683.4666666666667,22,2,4L
50,-8.0,2683.4666666666667,22,2,4L
0,2.0,1.0,22,2,8L
1,1.8,1.4666666666666666,22,2,8L
2,1.6,1.8666666666666667,22,2,8L
3,1.4,2.2666666666666666,22,2,8L
4,1.2,4.933333333333334,22,2,8L
5,1.0,7.266666666666667,22,2,8L
6,0.7999999999999998,13.066666666666666,22,2,8L
7,0.5999999999999999,25.4,22,2,8L
8,0.3999999999999999,43.733333333333334,22,2,8L
9,0.19999999999999998,43.733333333333334,22,2,8L
10,0.0,43.733333333333334,22,2,8L
11,-0.20000000000000015,601.9333333333333,22,2,8L
12,-0.40000000000000036,882.0,22,2,8L
13,-0.6000000000000001,892.4666666666667,22,2,8L
14,-0.8000000000000003,1376.8666666666666,22,2,8L
15,-1.0,1376.8666666666666,22,2,8L
16,-1.2000000000000002,1748.5333333333333,22,2,8L
17,-1.4000000000000004,1777.8666666666666,22,2,8L
18,-1.6,1777.8666666666666,22,2,8L
19,-1.8000000000000003,2492.733333333333,22,2,8L
20,-2.0,2492.733333333333,22,2,8L
21,-2.2,2975.4,22,2,8L
22,-2.4000000000000004,3196.2,22,2,8L
23,-2.6000000000000005,3199.0,22,2,8L
24,-2.8000000000000007,3201.5333333333333,22,2,8L
25,-3.0,3201.5333333333333,22,2,8L
26,-3.2,3289.0666666666666,22,2,8L
27,-3.4000000000000004,3709.6,22,2,8L
28,-3.6000000000000005,3809.4666666666667,22,2,8L
29,-3.8000000000000007,3810.4666666666667,22,2,8L
30,-4.0,3810.4666666666667,22,2,8L
31,-4.2,3815.4666666666667,22,2,8L
32,-4.4,3833.3333333333335,22,2,8L
33,-4.6000000000000005,4001.2,22,2,8L
34,-4.800000000000001,4001.2,22,2,8L
35,-5.0,4001.2,22,2,8L
36,-5.2,4053.4666666666667,22,2,8L
37,-5.4,4056.6,22,2,8L
38,-5.6000000000000005,4073.3333333333335,22,2,8L
39,-5.800000000000001,4095.9333333333334,22,2,8L
40,-6.0,4095.9333333333334,22,2,8L
41,-6.200000000000001,4113.133333333333,22,2,8L
42,-6.4,4113.133333333333,22,2,8L
43,-6.6,4123.466666666666,22,2,8L
44,-6.800000000000001,4194.733333333334,22,2,8L
45,-7.0,4194.733333333334,22,2,8L
46,-7.200000000000001,4217.533333333334,22,2,8L
47,-7.4,4217.533333333334,22,2,8L
48,-7.600000000000001,4223.533333333334,22,2,8L
49,-7.800000000000001,4231.066666666667,22,2,8L
50,-8.0,4231.066666666667,22,2,8L
0,2.0,1.0,22,2,16L
1,1.8,1.4666666666666666,22,2,16L
2,1.6,1.8666666666666667,22,2,16L
3,1.4,2.2666666666666666,22,2,16L
4,1.2,4.933333333333334,22,2,16L
5,1.0,7.266666666666667,22,2,16L
6,0.7999999999999998,17.333333333333332,22,2,16L
7,0.5999999999999999,29.866666666666667,22,2,16L
8,0.3999999999999999,63.8,22,2,16L
9,0.19999999999999998,67.2,22,2,16L
10,0.0,67.2,22,2,16L
11,-0.20000000000000015,613.3333333333334,22,2,16L
12,-0.40000000000000036,621.6666666666666,22,2,16L
13,-0.6000000000000001,625.4666666666667,22,2,16L
14,-0.8000000000000003,646.2666666666667,22,2,16L
15,-1.0,646.2666666666667,22,2,16L
16,-1.2000000000000002,1013.8666666666667,22,2,16L
17,-1.4000000000000004,1044.7333333333333,22,2,16L
18,-1.6,1044.7333333333333,22,2,16L
19,-1.8000000000000003,1142.2,22,2,16L
20,-2.0,1142.2,22,2,16L
21,-2.2,1148.3333333333333,22,2,16L
22,-2.4000000000000004,2784.6666666666665,22,2,16L
23,-2.6000000000000005,2978.4666666666667,22,2,16L
24,-2.8000000000000007,2995.4666666666667,22,2,16L
25,-3.0,2995.4666666666667,22,2,16L
26,-3.2,3398.3333333333335,22,2,16L
27,-3.4000000000000004,3465.4666666666667,22,2,16L
28,-3.6000000000000005,3762.133333333333,22,2,16L
29,-3.8000000000000007,3909.4,22,2,16L
30,-4.0,3909.4,22,2,16L
31,-4.2,3912.6666666666665,22,2,16L
32,-4.4,3912.6666666666665,22,2,16L
33,-4.6000000000000005,4103.866666666667,22,2,16L
34,-4.800000000000001,4105.6,22,2,16L
35,-5.0,4105.6,22,2,16L
36,-5.2,4156.466666666666,22,2,16L
37,-5.4,4157.066666666667,22,2,16L
38,-5.6000000000000005,4918.933333333333,22,2,16L
39,-5.800000000000001,4919.133333333333,22,2,16L
40,-6.0,4919.133333333333,22,2,16L
41,-6.200000000000001,5264.133333333333,22,2,16L
42,-6.4,5264.133333333333,22,2,16L
43,-6.6,8040.2,22,2,16L
44,-6.800000000000001,8046.666666666667,22,2,16L
45,-7.0,8046.666666666667,22,2,16L
46,-7.200000000000001,8100.466666666666,22,2,16L
47,-7.4,8100.466666666666,22,2,16L
48,-7.600000000000001,8114.733333333334,22,2,16L
49,-7.800000000000001,8158.8,22,2,16L
50,-8.0,8158.8,22,2,16L
0,2.0,1.0,22,2,32L
1,1.8,1.4666666666666666,22,2,32L
2,1.6,1.8666666666666667,22,2,32L
3,1.4,2.2666666666666666,22,2,32L
4,1.2,4.933333333333334,22,2,32L
5,1.0,7.266666666666667,22,2,32L
6,0.7999999999999998,21.933333333333334,22,2,32L
7,0.5999999999999999,38.2,22,2,32L
8,0.3999999999999999,84.33333333333333,22,2,32L
9,0.19999999999999998,85.53333333333333,22,2,32L
10,0.0,85.53333333333333,22,2,32L
11,-0.20000000000000015,1247.4,22,2,32L
12,-0.40000000000000036,1261.4666666666667,22,2,32L
13,-0.6000000000000001,2033.6,22,2,32L
14,-0.8000000000000003,2632.8,22,2,32L
15,-1.0,2632.8,22,2,32L
16,-1.2000000000000002,2705.866666666667,22,2,32L
17,-1.4000000000000004,2731.4666666666667,22,2,32L
18,-1.6,2731.4666666666667,22,2,32L
19,-1.8000000000000003,6107.133333333333,22,2,32L
20,-2.0,6107.133333333333,22,2,32L
21,-2.2,6150.933333333333,22,2,32L
22,-2.4000000000000004,6482.266666666666,22,2,32L
23,-2.6000000000000005,6600.8,22,2,32L
24,-2.8000000000000007,6617.733333333334,22,2,32L
25,-3.0,6617.733333333334,22,2,32L
26,-3.2,6744.333333333333,22,2,32L
27,-3.4000000000000004,8209.466666666667,22,2,32L
28,-3.6000000000000005,8294.4,22,2,32L
29,-3.8000000000000007,10430.8,22,2,32L
30,-4.0,10430.8,22,2,32L
31,-4.2,10545.866666666667,22,2,32L
32,-4.4,10612.666666666666,22,2,32L
33,-4.6000000000000005,13479.866666666667,22,2,32L
34,-4.800000000000001,13611.0,22,2,32L
35,-5.0,13611.0,22,2,32L
36,-5.2,13697.133333333333,22,2,32L
37,-5.4,13702.466666666667,22,2,32L
38,-5.6000000000000005,14181.2,22,2,32L
39,-5.800000000000001,14264.666666666666,22,2,32L
40,-6.0,14264.666666666666,22,2,32L
41,-6.200000000000001,14313.2,22,2,32L
42,-6.4,14313.2,22,2,32L
43,-6.6,14353.533333333333,22,2,32L
44,-6.800000000000001,14404.333333333334,22,2,32L
45,-7.0,14404.333333333334,22,2,32L
46,-7.200000000000001,14533.4,22,2,32L
47,-7.4,14533.4,22,2,32L
48,-7.600000000000001,14587.266666666666,22,2,32L
49,-7.800000000000001,14679.133333333333,22,2,32L
50,-8.0,14679.133333333333,22,2,32L
0,2.0,1.0,22,2,64L
1,1.8,1.4666666666666666,22,2,64L
2,1.6,1.8666666666666667,22,2,64L
3,1.4,2.2666666666666666,22,2,64L
4,1.2,4.933333333333334,22,2,64L
5,1.0,7.266666666666667,22,2,64L
6,0.7999999999999998,25.266666666666666,22,2,64L
7,0.5999999999999999,42.733333333333334,22,2,64L
8,0.3999999999999999,70.26666666666667,22,2,64L
9,0.19999999999999998,70.26666666666667,22,2,64L
10,0.0,70.26666666666667,22,2,64L
11,-0.20000000000000015,180.66666666666666,22,2,64L
12,-0.40000000000000036,212.93333333333334,22,2,64L
13,-0.6000000000000001,213.26666666666668,22,2,64L
14,-0.8000000000000003,252.66666666666666,22,2,64L
15,-1.0,252.66666666666666,22,2,64L
16,-1.2000000000000002,1589.8,22,2,64L
17,-1.4000000000000004,1707.0666666666666,22,2,64L
18,-1.6,1707.0666666666666,22,2,64L
19,-1.8000000000000003,2217.733333333333,22,2,64L
20,-2.0,2217.733333333333,22,2,64L
21,-2.2,2217.733333333333,22,2,64L
22,-2.4000000000000004,2371.4,22,2,64L
23,-2.6000000000000005,2978.4,22,2,64L
24,-2.8000000000000007,8450.933333333332,22,2,64L
25,-3.0,8450.933333333332,22,2,64L
26,-3.2,8744.4,22,2,64L
27,-3.4000000000000004,11972.133333333333,22,2,64L
28,-3.6000000000000005,12943.733333333334,22,2,64L
29,-3.8000000000000007,13112.2,22,2,64L
30,-4.0,13112.2,22,2,64L
31,-4.2,13205.6,22,2,64L
32,-4.4,13264.0,22,2,64L
33,-4.6000000000000005,16131.533333333333,22,2,64L
34,-4.800000000000001,16655.8,22,2,64L
35,-5.0,16655.8,22,2,64L
36,-5.2,16864.266666666666,22,2,64L
37,-5.4,17072.4,22,2,64L
38,-5.6000000000000005,18263.666666666668,22,2,64L
39,-5.800000000000001,18301.533333333333,22,2,64L
40,-6.0,18301.533333333333,22,2,64L
41,-6.200000000000001,18613.8,22,2,64L
42,-6.4,18613.8,22,2,64L
43,-6.6,18727.266666666666,22,2,64L
44,-6.800000000000001,18965.733333333334,22,2,64L
45,-7.0,18965.733333333334,22,2,64L
46,-7.200000000000001,19269.933333333334,22,2,64L
47,-7.4,19269.933333333334,22,2,64L
48,-7.600000000000001,19346.333333333332,22,2,64L
49,-7.800000000000001,19500.866666666665,22,2,64L
50,-8.0,19500.866666666665,22,2,64L
0,2.0,1.0,23,2,VBS
1,1.8,1.0,23,2,VBS
2,1.6,2.0,23,2,VBS
3,1.4,4.0,23,2,VBS
4,1.2,7.0,23,2,VBS
5,1.0,12.0,23,2,VBS
6,0.7999999999999998,96.0,23,2,VBS
7,0.5999999999999999,144.0,23,2,VBS
8,0.3999999999999999,384.0,23,2,VBS
9,0.19999999999999998,594.0,23,2,VBS
10,0.0,594.0,23,2,VBS
11,-0.20000000000000015,1034.0,23,2,VBS
12,-0.40000000000000036,2108.0,23,2,VBS
13,-0.6000000000000001,2133.0,23,2,VBS
14,-0.8000000000000003,2245.0,23,2,VBS
15,-1.0,2245.0,23,2,VBS
16,-1.2000000000000002,2762.0,23,2,VBS
