algorithm,expected_evals,dim
SLSQP,144.91915359477125,5
default,1340.3101025588237,5
SLSQP,56.2234976110196,5
4L,2051.7188024547772,5
SLSQP,39.37478769360591,5
SLSQP,39.1245957417006,5
SLSQP,38.90020788803815,5
SLSQP,38.69805248987336,5
SLSQP,38.51537460968035,5
SLSQP,38.349880288724435,5
SLSQP,38.1996138069803,5
SLSQP,38.06288687177963,5
SLSQP,37.93822990404809,5
SLSQP,37.82435594461421,5
L-BFGS-B,54.29488891727897,5
L-BFGS-B,54.1338636667862,5
L-BFGS-B,53.985658903131885,5
L-BFGS-B,53.848389018724475,5
L-BFGS-B,53.72108688573864,5
L-BFGS-B,53.60290239465924,5
Powell,88.17937836787482,5
L-BFGS-B,53.160064367476714,5
L-BFGS-B,53.06361810968328,5
8L,2377.150719543405,5
L-BFGS-B,42.09245617610651,5
Powell,70.73658605187843,5
L-BFGS-B,41.807783779203675,5
Powell,70.14930288932148,5
L-BFGS-B,41.55341340058816,5
Powell,69.62153203496447,5
Powell,69.26549993522953,5
L-BFGS-B,41.154402093953465,5
Powell,68.81003288516898,5
16L,2992.479455603118,5
Powell,55.87595146122808,5
Powell,55.59815381290807,5
Powell,55.33128165969575,5
Powell,55.07408362775019,5
Powell,54.825555445042696,5
Powell,54.584877703976076,5
Powell,54.35137188746934,5
Powell,54.12446862070302,5
Powell,53.90368432536567,5
Powell,53.68860377688102,5
Powell,53.478866886228076,5
Powell,53.274158553650544,5
Powell,53.074200787251456,5
Powell,52.878746512133205,5
Powell,52.68757465550237,5
Powell,52.50048620477998,5
Powell,52.317301014923885,5
Powell,52.13785519804679,5
Powell,51.96199896973605,5
Powell,51.78959485679252,5
Powell,51.62051619353074,5
Powell,51.45464585049902,5
Powell,51.29187515202513,5
Powell,51.13210294847448,5
32L,4136.521243576329,5
Powell,41.447938225662995,5
Powell,41.3020218657439,5
Powell,41.15869809443114,5
Powell,41.01789430926161,5
Powell,40.87954196729127,5
Powell,40.74357621145076,5
Powell,40.60993553995462,5
Powell,40.47856151292259,5
Powell,40.349398491318304,5
Powell,40.222393404075085,5
Powell,40.097495539900684,5
Powell,39.974656360763525,5
Powell,39.853829334484416,5
Powell,39.73496978420948,5
Powell,39.6180347528342,5
Powell,39.50298288069799,5
Powell,39.38977429507925,5
Powell,39.27837051020224,5
Powell,39.168734336621924,5
Powell,39.06082979898752,5
Powell,38.954622061300576,5
Powell,38.850077358886125,5
Powell,38.74716293638241,5
Powell,38.64584699113309,5
Powell,38.546098621433224,5
Powell,38.44788777914069,5
Powell,38.3511852262173,5
Powell,38.25596249481077,5
Powell,38.16219185053002,5
Powell,38.069846258603164,5
Powell,37.978899352639836,5
Powell,37.8893254057491,5
Powell,37.8010993037893,5
Powell,37.71419652054988,5
Powell,37.62859309468518,5
Powell,37.54426560823888,5
Powell,37.46119116661411,5
Powell,37.37934737985837,5
Powell,37.29871234514646,5
Powell,37.2192646303551,5
Powell,37.14098325863446,5
Powell,37.06384769389054,5
Powell,36.98783782710094,5
Powell,36.912933963394345,5
Powell,36.83911680983023,5
Powell,36.766367463822114,5
Powell,36.69466740215239,5
Powell,36.62399847053235,5
Powell,36.55434287366476,5
Powell,36.48568316577101,5
Powell,36.418002241547626,5
Powell,36.351283327520996,5
Powell,36.28550997377124,5
Powell,36.220666045999415,5
Powell,36.15673571791408,5
Powell,36.0937034639158,5
Powell,36.03155405205966,5
Powell,35.970272537277935,5
Powell,35.90984425484641,5
Powell,35.85025481407929,5
Powell,35.79149009223893,5
32L,2973.2560318024584,5
Powell,31.46376006339782,5
Powell,31.409777752464006,5
Powell,31.356553681426877,5
Powell,31.30407511867525,5
Powell,31.252329564402626,5
Powell,31.201304745839312,5
Powell,31.15098861261886,5
Powell,31.10136933227216,5
Powell,31.052435285843387,5
Powell,31.004175063622004,5
Powell,30.956577460985862,5
Powell,30.9096314743504,5
Powell,30.86332629721962,5
Powell,30.817651316334572,5
Powell,30.77259610791559,5
Powell,30.728150433994532,5
Powell,30.684304238833683,5
Powell,30.64104764542816,5
Powell,30.598370952088814,5
Powell,30.55626462910286,5
Powell,30.514719315469495,5
Powell,30.47372581570819,5
Powell,30.433275096737116,5
Powell,30.393358284819662,5
Powell,30.353966662576788,5
Powell,30.315091666063346,5
Powell,30.27672488190642,5
Powell,30.238858044503846,5
Powell,30.2014830332813,5
Powell,30.164591870006245,5
Powell,30.12817671615724,5
Powell,30.09222987034701,5
Powell,30.056743765798007,5
Powell,30.021710967869005,5
Powell,29.987124171631432,5
Powell,29.95297619949416,5
Powell,29.919259998875674,5
Powell,29.885968639922254,5
32L,2438.8985665240652,5
Powell,27.20588065307106,5
Powell,27.175400555773397,5
Powell,27.14531274996372,5
Powell,27.115610909781186,5
Powell,27.08628881908121,5
Powell,27.057340369459027,5
Powell,27.028759558311005,5
Powell,27.000540486932685,5
Powell,26.972677358652838,5
Powell,26.9451644770028,5
Powell,26.91799624392025,5
Powell,26.891167157986786,5
Powell,26.864671812698536,5
Powell,26.83850489476906,5
Powell,26.812661182464076,5
Powell,26.78713554396706,5
Powell,26.761922935775385,5
Powell,26.737018401126118,5
Powell,26.71241706845108,5
Powell,26.688114149860457,5
Powell,26.664104939654393,5
Powell,26.64038481286209,5
Powell,26.61694922380779,5
Powell,26.593793704703103,5
16L,1107.1371511806558,5
Powell,25.19167017641968,5
Powell,25.170403449894657,5
Powell,25.14939648179904,5
Powell,25.12864516900455,5
Powell,25.10814547865978,5
Powell,25.08789344694861,5
Powell,25.067885177871034,5
Powell,25.04811684204617,5
Powell,25.02858467553692,5
Powell,25.0092849786959,5
Powell,24.990214115032256,5
Powell,24.971368510098912,5
16L,1023.0560378811533,5
Powell,23.856573552610588,5
Powell,23.839237095347933,5
Powell,23.82211000105404,5
Powell,23.805188978802224,5
Powell,23.78847079383163,5
Powell,23.771952266560437,5
Powell,23.755630271616685,5
Powell,23.739501736886524,5
Powell,23.723563642579485,5
32L,1847.6289211601434,5
Powell,22.473752173821698,5
Powell,22.459127338611015,5
Powell,22.444679436142888,5
Powell,22.43040568488269,5
Powell,22.41630335070978,5
Powell,22.40236974608687,5
Powell,22.388602229244196,5
Powell,22.374998203378166,5
Powell,22.361555115864345,5
Powell,22.348270457484368,5
Powell,22.33514176166667,5
Powell,22.322166603740662,5
Powell,22.30934260020421,5
Powell,22.296667408004083,5
Powell,22.28413872382919,5
Powell,22.27175428341642,5
Powell,22.259511860868724,5
Powell,22.24740926798533,5
Powell,22.23544435360386,5
Powell,22.22361500295409,5
Powell,22.211919137023152,5
16L,884.6753459878896,5
Powell,21.52410120842754,5
Powell,21.51334324490256,5
Powell,21.502709581728947,5
Powell,21.492198298945446,5
Powell,21.481807509090167,5
Powell,21.47153535663417,5
Powell,21.461380017425135,5
Powell,21.45133969814082,5
Powell,21.441412635752158,5
16L,846.935647473619,5
Powell,20.876006417062786,5
Powell,20.866864383355963,5
Powell,20.857827933283946,5
Powell,20.84889543695116,5
Powell,20.84006529202604,5
Powell,20.831335923261328,5
Powell,20.822705782022847,5
Powell,20.814173345826614,5
16L,816.6935924055946,5
Powell,20.343962756203695,5
Powell,20.336094915346603,5
Powell,20.328318255916823,5
Powell,20.320631369133938,5
Powell,20.313032870032995,5
Powell,20.305521397050487,5
Powell,20.29809561161757,5
32L,1535.5990546321525,5
Powell,19.743928292637193,5
Powell,19.73710189535119,5
Powell,19.7303553883282,5
Powell,19.72368753324739,5
Powell,19.717097112730094,5
Powell,19.710582929975917,5
Powell,19.704143808405245,5
Powell,19.697778591308097,5
Powell,19.691486141499066,5
Powell,19.685265340978365,5
Powell,19.67911509059886,5
Powell,19.6730343097389,5
Powell,19.66702193598093,5
Powell,19.661076924795722,5
Powell,19.655198249232193,5
Powell,19.64938489961263,5
Powell,19.64363588323329,5
Powell,19.637950224070227,5
Powell,19.632326962490342,5
16L,761.798356096329,5
Powell,19.31710536084484,5
Powell,19.311924302066863,5
Powell,19.306801504404135,5
Powell,19.301736078813832,5
Powell,19.29672715120228,5
Powell,19.29177386216606,5
Powell,19.286875366737604,5
16L,745.9710440052511,5
Powell,19.01742273349952,5
