algorithm,expected_evals,dim
default,25.645711352572988,3
default,25.593840079908112,3
default,25.54207717353581,3
default,25.490422376884194,3
default,25.43887543429006,3
default,25.38743609099225,3
default,25.336104093125048,3
default,25.284879187711628,3
default,25.2337611226577,3
default,25.182749646745116,3
default,25.131844509625616,3
default,25.081045461814693,3
default,25.03035225468546,3
default,24.97976464046266,3
default,24.929282372216704,3
default,24.878905203857833,3
default,24.828632890130326,3
default,24.778465186606763,3
default,24.72840184968241,3
default,24.678442636569642,3
default,24.628587305292427,3
default,24.5788356146809,3
default,24.529187324366017,3
default,24.479642194774218,3
default,24.430199987122222,3
default,24.38086046341185,3
default,24.33162338642489,3
default,24.282488519718097,3
default,24.233455627618167,3
default,24.184524475216826,3
default,24.13569482836596,3
default,24.086966453672808,3
default,24.038339118495205,3
default,23.989812590936886,3
default,23.941386639842833,3
default,23.8930610347947,3
default,23.844835546106268,3
default,23.796709944818975,3
default,23.748684002697452,3
default,23.700757492225165,3
default,23.65293018660009,3
default,23.605201859730407,3
default,23.557572286230286,3
default,23.510041241415664,3
default,23.462608501300146,3
default,23.415273842590878,3
default,23.368037042684517,3
default,23.3208978796632,3
default,23.27385613229061,3
default,23.226911580008036,3
default,23.180064002930497,3
default,23.133313181842922,3
default,23.086658898196315,3
default,23.040100934104064,3
default,22.993639072338162,3
default,22.947273096325578,3
default,22.901002790144585,3
default,22.85482793852119,3
default,22.808748326825558,3
default,22.762763741068476,3
default,22.716873967897897,3
default,22.671078794595445,3
default,22.625378009073035,3
default,22.57977139986946,3
default,22.53425875614706,3
default,22.488839867688394,3
default,22.44351452489299,3
default,22.398282518774028,3
default,22.3531436409552,3
default,22.308097683667466,3
default,22.26314443974593,3
default,22.218283702626703,3
default,22.17351526634382,3
default,22.128838925526164,3
default,22.084254475394438,3
default,22.03976171175815,3
default,21.99536043101266,3
default,21.95105043013621,3
default,21.906831506687006,3
default,21.862703458800322,3
default,21.81866608518566,3
default,21.774719185123868,3
default,21.730862558464374,3
default,21.687096005622333,3
default,21.643419327575938,3
default,21.599832325863645,3
default,21.556334802581468,3
default,21.512926560380283,3
default,21.469607402463165,3
default,21.426377132582772,3
default,21.383235555038702,3
default,21.340182474674926,3
default,21.29721769687718,3
default,21.254341027570458,3
default,21.211552273216466,3
default,21.16885124081112,3
default,21.126237737882082,3
default,21.083711572486266,3
default,21.04127255320744,3
default,20.99892048915376,3
default,20.95665518995545,3
default,20.91447646576232,3
default,20.872384127241503,3
default,20.83037798557506,3
default,20.788457852457697,3
default,20.746623540094436,3
default,20.704874861198373,3
default,20.66321162898838,3
default,20.621633657186877,3
default,20.580140760017628,3
default,20.5387327522035,3
default,20.49740944896431,3
default,20.45617066601463,3
default,20.415016219561636,3
default,20.373945926302998,3
default,20.332959603424726,3
default,20.292057068599092,3
default,20.25123813998255,3
default,20.210502636213636,3
default,20.16985037641095,3
default,20.129281180171088,3
default,20.088794867566676,3
default,20.04839125914427,3
default,20.008070175922477,3
default,19.967831439389894,3
default,19.927674871503193,3
default,19.887600294685164,3
default,19.84760753182278,3
default,19.8076964062653,3
default,19.767866741822335,3
default,19.728118362761997,3
default,19.688451093809007,3
default,19.648864760142832,3
default,19.60935918739586,3
default,19.56993420165154,3
default,19.53058962944259,3
default,19.491325297749167,3
default,19.45214103399711,3
default,19.413036666056108,3
default,19.37401202223799,3
default,19.335066931294936,3
default,19.29620122241774,3
default,19.25741472523409,3
default,19.218707269806853,3
default,19.180078686632356,3
default,19.1415288066387,3
default,19.103057461184097,3
default,19.064664482055154,3
default,19.02634970146528,3
default,18.98811295205297,3
default,18.94995406688025,3
default,18.911872879430955,3
default,18.873869223609226,3
default,18.8359429337378,3
default,18.79809384455651,3
default,18.76032179122064,3
default,18.722626609299404,3
default,18.685008134774336,3
default,18.647466204037794,3
default,18.61000065389139,3
default,18.572611321544464,3
default,18.535298044612574,3
default,18.49806066111598,3
default,18.460899009478155,3
default,18.423812928524292,3
default,18.386802257479818,3
default,18.349866835968932,3
default,18.31300650401314,3
default,18.276221102029815,3
default,18.239510470830734,3
default,18.20287445162069,3
default,18.166312885996003,3
default,18.129825615943165,3
default,18.09341248383739,3
default,18.057073332441277,3
default,18.020808004903337,3
default,17.984616344756695,3
default,17.948498195917658,3
default,17.91245340268441,3
default,17.876481809735605,3
default,17.84058326212907,3
default,17.804757605300402,3
default,17.76900468506172,3
default,17.733324347600284,3
default,17.697716439477205,3
default,17.662180807626143,3
default,17.62671729935199,3
default,17.59132576232961,3
default,17.55600604460253,3
default,17.52075799458169,3
default,17.485581461044138,3
default,17.450476293131825,3
default,17.415442340350317,3
default,17.380479452567542,3
default,17.34558748001259,3
default,17.310766273274453,3
default,17.276015683300816,3
default,17.241335561396824,3
default,17.20672575922391,3
default,17.172186128798547,3
default,17.137716522491086,3
default,17.103316793024558,3
default,17.06898679347349,3
default,17.034726377262732,3
default,17.00053539816629,3
default,16.966413710306167,3
default,16.932361168151207,3
default,16.898377626515938,3
default,16.86446294055945,3
default,16.830616965784234,3
default,16.79683955803507,3
default,16.7631305734979,3
default,16.729489868698714,3
default,16.69591730050243,3
default,16.6624127261118,3
default,16.6289760030663,3
default,16.59560698924105,3
default,16.562305542845714,3
default,16.52907152242343,3
default,16.49590478684974,3
default,16.46280519533149,3
default,16.429772607405813,3
default,16.396806882939032,3
default,16.36390788212562,3
default,16.33107546548716,3
default,16.298309493871304,3
default,16.26560982845073,3
default,16.2329763307221,3
default,16.200408862505075,3
default,16.167907285941247,3
default,16.13547146349316,3
default,16.103101257943287,3
default,16.070796532393036,3
default,16.038557150261724,3
default,16.006382975285625,3
default,15.974273871516951,3
default,15.942229703322875,3
default,15.910250335384562,3
default,15.878335632696187,3
default,15.84648546056398,3
default,15.814699684605225,3
default,15.782978170747365,3
default,15.751320785226985,3
default,15.719727394588906,3
default,15.688197865685218,3
default,15.656732065674348,3
default,15.625329862020122,3
default,15.593991122490847,3
default,15.56271571515838,3
default,15.531503508397186,3
default,15.500354370883453,3
default,15.469268171594155,3
default,15.438244779806167,3
default,15.407284065095354,3
default,15.376385897335654,3
default,15.345550146698205,3
default,15.31477668365045,3
default,15.28406537895526,3
default,15.25341610367002,3
default,15.222828729145794,3
default,15.192303127026424,3
default,15.161839169247667,3
default,15.131436728036343,3
default,15.101095675909459,3
default,15.070815885673344,3
default,15.04059723042284,3
default,15.010439583540396,3
default,14.98034281869526,3
default,14.95030680984264,3
default,14.920331431222843,3
default,14.89041655736046,3
default,14.86056206306354,3
default,14.830767823422745,3
default,14.801033713810552,3
default,14.77135960988043,3
default,14.74174538756601,3
default,14.712190923080298,3
default,14.682696092914846,3
default,14.653260773838973,3
default,14.62388484289894,3
default,14.594568177417184,3
default,14.565310654991505,3
default,14.536112153494278,3
default,14.50697255107169,3
default,14.477891726142914,3
default,14.448869557399407,3
default,14.419905923804038,3
default,14.391000704590404,3
default,14.362153779262012,3
default,14.333365027591542,3
default,14.304634329620066,3
default,14.275961565656303,3
default,14.247346616275863,3
default,14.2187893623205,3
default,14.19028968489735,3
default,14.161847465378207,3
default,14.13346258539877,3
default,14.10513492685791,3
default,14.076864371916939,3
default,14.048650802998857,3
default,14.020494102787666,3
default,13.992394154227604,3
default,13.964350840522444,3
default,13.936364045134768,3
default,13.908433651785257,3
default,13.880559544451982,3
default,13.852741607369683,3
default,13.824979725029063,3
default,13.797273782176102,3
default,13.769623663811336,3
default,13.742029255189168,3
default,13.714490441817174,3
default,13.687007109455411,3
default,13.65957914411573,3
default,13.632206432061077,3
default,13.60488885980484,3
default,13.577626314110125,3
default,13.550418681989118,3
default,13.523265850702394,3
default,13.496167707758245,3
default,13.469124140912003,3
default,13.442135038165397,3
default,13.415200287765856,3
default,13.388319778205894,3
default,13.361493398222397,3
default,13.334721036796013,3
default,13.308002583150472,3
default,13.281337926751952,3
default,13.254726957308414,3
default,13.228169564768976,3
default,13.20166563932326,3
default,13.175215071400753,3
default,13.14881775167017,3
default,13.122473571038816,3
default,13.096182420651962,3
default,13.069944191892212,3
default,13.043758776378866,3
default,13.01762606596732,3
default,12.991545952748403,3
default,12.965518329047804,3
default,12.939543087425415,3
default,12.913620120674747,3
default,12.88774932182229,3
default,12.861930584126931,3
default,12.836163801079312,3
default,12.810448866401261,3
default,12.78478567404516,3
default,12.759174118193366,3
default,12.733614093257591,3
default,12.70810549387833,3
default,12.682648214924235,3
default,12.65724215149156,3
default,12.631887198903549,3
default,12.606583252709848,3
default,12.581330208685936,3
default,12.556127962832521,3
default,12.530976411374983,3
default,12.505875450762773,3
default,12.480824977668853,3
default,12.455824888989113,3
default,12.430875081841812,3
default,12.405975453566988,3
default,12.381125901725904,3
default,12.356326324100486,3
default,12.331576618692749,3
default,12.306876683724244,3
default,12.282226417635492,3
default,12.257625719085437,3
default,12.23307448695088,3
default,12.208572620325926,3
default,12.184120018521453,3
default,12.159716581064535,3
default,12.13536220769791,3
default,12.111056798379442,3
default,12.086800253281558,3
default,12.062592472790728,3
default,12.038433357506912,3
default,12.01432280824303,3
default,11.99026072602443,3
default,11.966247012088331,3
default,11.94228156788333,3
default,11.918364295068848,3
default,11.894495095514603,3
default,11.870673871300095,3
default,11.846900524714076,3
default,11.823174958254025,3
default,11.799497074625638,3
default,11.775866776742298,3
default,11.752283967724571,3
default,11.72874855089968,3
default,11.705260429801,3
default,11.681819508167552,3
default,11.658425689943478,3
default,11.635078879277547,3
default,11.611778980522644,3
default,11.588525898235272,3
default,11.565319537175045,3
default,11.542159802304182,3
default,11.519046598787032,3
default,11.495979831989539,3
default,11.47295940747879,3
default,11.44998523102249,3
default,11.427057208588483,3
default,11.40417524634426,3
default,11.381339250656472,3
default,11.358549128090445,3
default,11.33580478540969,3
default,11.313106129575429,3
default,11.290453067746098,3
default,11.26784550727688,3
default,11.245283355719232,3
default,11.222766520820382,3
default,11.200294910522885,3
default,11.17786843296414,3
default,11.155486996475897,3
default,11.133150509583817,3
default,11.110858881006994,3
default,11.08861201965747,3
default,11.066409834639794,3
default,11.044252235250546,3
default,11.022139130977873,3
default,11.000070431501038,3
default,10.978046046689949,3
default,10.956065886604705,3
default,10.934129861495144,3
default,10.912237881800385,3
default,10.890389858148371,3
default,10.868585701355428,3
default,10.846825322425797,3
default,10.825108632551204,3
default,10.803435543110403,3
default,10.78180596566873,3
default,10.760219811977654,3
default,10.738676993974352,3
default,10.71717742378124,3
default,10.69572101370556,3
default,10.674307676238922,3
default,10.652937324056877,3
default,10.631609870018472,3
default,10.61032522716583,3
default,10.589083308723701,3
default,10.567884028099039,3
default,10.54672729888057,3
default,10.525613034838356,3
default,10.504541149923389,3
default,10.483511558267137,3
default,10.462524174181132,3
default,10.441578912156558,3
default,10.420675686863797,3
default,10.399814413152045,3
default,10.37899500604887,3
default,10.358217380759797,3
default,10.337481452667895,3
default,10.316787137333359,3
default,10.296134350493091,3
default,10.275523008060304,3
default,10.254953026124086,3
default,10.23442432094901,3
default,10.213936808974708,3
default,10.19349040681548,3
default,10.173085031259877,3
default,10.15272059927029,3
default,10.132397027982565,3
default,10.112114234705578,3
default,10.09187213692085,3
default,10.071670652282133,3
default,10.05150969861503,3
default,10.03138919391657,3
default,10.011309056354841,3
default,9.99126920426857,3
default,9.97126955616673,3
default,9.95131003072818,3
default,9.931390546801225,3
default,9.911511023403257,3
default,9.891671379720353,3
default,9.871871535106902,3
default,9.852111409085188,3
default,9.832390921345032,3
default,9.812709991743395,3
default,9.793068540303999,3
default,9.77346648721693,3
default,9.753903752838285,3
default,9.734380257689766,3
default,9.7148959224583,3
default,9.695450667995688,3
default,9.676044415318193,3
default,9.656677085606194,3
default,9.637348600203799,3
default,9.618058880618458,3
default,9.598807848520613,3
default,9.579595425743317,3
default,9.560421534281863,3
default,9.541286096293415,3
default,9.522189034096638,3
default,9.503130270171335,3
default,9.48410972715808,3
default,9.465127327857848,3
default,9.446182995231661,3
default,9.42727665240022,3
default,9.408408222643537,3
default,9.389577629400588,3
default,9.370784796268929,3
default,9.352029647004374,3
default,9.333312105520603,3
default,9.314632095888832,3
default,9.29598954233743,3
default,9.277384369251594,3
default,9.258816501172966,3
default,9.24028586279931,3
default,9.221792378984139,3
default,9.203335974736365,3
default,9.184916575219978,3
default,9.166534105753644,3
default,9.148188491810417,3
default,9.129879659017352,3
default,9.111607533155173,3
default,9.093372040157924,3
default,9.075173106112643,3
default,9.057010657258989,3
default,9.038884619988925,3
default,9.02079492084637,3
default,9.002741486526851,3
default,8.984724243877187,3
default,8.966743119895114,3
default,8.94879804172899,3
default,8.93088893667743,3
default,8.913015732188981,3
default,8.895178355861784,3
default,8.877376735443251,3
default,8.85961079882972,3
default,8.841880474066135,3
default,8.82418568934571,3
default,8.806526373009586,3
default,8.78890245354654,3
default,8.771313859592606,3
default,8.753760519930806,3
default,8.736242363490769,3
default,8.718759319348447,3
default,8.701311316725766,3
default,8.683898284990319,3
default,8.666520153655027,3
default,8.649176852377837,3
default,8.631868310961394,3
default,8.614594459352709,3
default,8.597355227642856,3
default,8.580150546066648,3
default,8.562980345002325,3
