problem_id,16L,2L,32L,4L,64L,8L,L-BFGS-B,Powell,SLSQP,default
f01-d03-t-0.2,257.534,91.06,438.296,130.84,710.29,176.168,8.8,19.084,5.99,58.864
f01-d03-t-0.4,307.024,103.758,528.98,153.07,893.686,210.454,8.872,19.718,6.0,69.164
f01-d03-t-0.6,351.926,118.392,632.806,177.706,1100.666,246.172,8.904,20.094,6.0,79.526
f01-d03-t-0.8,393.934,131.05,718.894,197.542,1270.384,276.732,8.92,20.484,6.0,89.248
f01-d03-t-1.0,437.214,145.308,792.826,218.964,1456.366,308.53,8.944,20.796,6.0,99.438
f01-d03-t-1.2,484.954,159.384,871.454,240.268,1628.906,337.754,8.944,21.026,6.0,107.562
f01-d03-t-1.4,520.464,173.448,948.274,259.632,1784.434,368.128,8.952,21.226,6.0,116.776
f01-d03-t-1.6,561.808,185.006,1033.556,281.814,1939.32,397.73,8.952,21.518,6.0,128.054
f01-d03-t-1.8,600.068,197.766,1096.102,302.902,2087.65,424.262,8.968,21.762,6.0,137.824
f01-d03-t-2.0,638.438,209.922,1170.304,324.654,2227.272,456.62,8.968,21.944,6.0,148.012
f01-d03-t-2.2,681.356,225.016,1245.15,344.676,2384.442,484.986,8.976,22.04,6.0,158.302
f01-d03-t-2.4,714.872,237.476,1326.266,368.568,2539.544,511.554,8.984,22.194,6.0,167.154
f01-d03-t-2.6,751.944,251.71,1402.362,388.454,2672.982,539.676,8.984,22.264,6.0,175.754
f01-d03-t-2.8,795.516,265.154,1477.748,406.162,2815.836,565.918,8.984,22.31,6.0,186.58
f01-d03-t-3.0,829.166,279.808,1560.192,427.646,2964.148,599.156,8.984,22.358,6.0,195.434
f01-d03-t-3.2,866.686,292.538,1631.498,446.596,3105.474,623.608,9.0,22.418,6.0,204.75
f01-d03-t-3.4,907.382,305.43,1710.822,470.048,3248.926,651.944,9.0,22.426,6.0,215.364
f01-d03-t-3.6,949.17,319.148,1791.668,491.582,3405.858,678.862,9.0,22.432,6.0,226.13
f01-d03-t-3.8,985.702,331.286,1867.074,512.688,3565.09,709.354,9.0,22.432,6.0,235.002
f01-d03-t-4.0,1024.194,344.692,1938.962,531.854,3708.146,735.544,9.0,22.438,6.0,244.102
f01-d03-t-4.2,1064.924,358.466,2013.826,552.506,3857.176,763.03,9.0,22.466,6.0,253.762
f01-d03-t-4.4,1105.87,372.802,2086.718,573.116,3993.072,791.754,9.0,22.48,6.0,261.756
f01-d03-t-4.6,1143.654,385.052,2158.796,589.926,4138.01,818.908,9.0,22.652,6.0,272.432
f01-d03-t-4.8,1181.364,398.158,2248.8,612.082,4279.832,846.7,9.0,22.652,6.0,282.726
f01-d03-t-5.0,1221.33,409.904,2323.96,633.498,4430.666,876.836,9.0,22.992,6.0,291.722
f01-d03-t-5.2,1258.42,424.78,2399.094,651.226,4603.388,906.322,9.0,23.082,6.0,301.198
f01-d03-t-5.4,1298.6,437.79,2467.108,673.012,4743.038,933.322,9.0,23.338,6.0,309.996
f01-d03-t-5.6,1338.044,451.572,2543.942,691.734,4881.962,962.178,9.0,23.364,6.0,320.728
f01-d03-t-5.8,1378.924,465.188,2619.69,712.686,5049.856,991.264,9.0,23.364,6.0,329.906
f01-d03-t-6.0,1420.644,476.278,2694.028,733.918,5206.522,1014.524,9.0,23.478,6.0,339.034
f01-d03-t-6.2,1462.022,490.256,2765.706,754.554,5344.626,1044.54,9.0,23.478,6.0,350.598
f01-d03-t-6.4,1497.98,502.764,2841.442,774.722,5487.982,1076.756,9.0,23.478,6.0,361.366
f01-d03-t-6.6,1532.032,516.994,2915.466,793.824,5641.974,1103.862,9.0,23.478,6.0,370.078
f01-d03-t-6.8,1571.424,530.218,2991.86,815.966,5792.864,1130.73,9.0,23.582,6.0,380.16
