problem_id,16L,2L,32L,4L,64L,8L,L-BFGS-B,Powell,SLSQP,default
f02-d10-t0.8,6763.14,4339.644,8632.084,4676.684,11938.19,5481.638,2091.968,179.12,266.364,4233.288
f02-d10-t1.0,6520.832,4172.254,8328.23,4509.786,11488.012,5281.982,1807.64,165.612,261.238,4082.426
f02-d10-t1.2,6263.912,3988.522,8015.944,4318.466,11063.21,5071.098,1573.12,156.586,255.224,3907.36
f02-d10-t1.4,5997.68,3798.012,7689.93,4122.55,10602.422,4851.086,1378.596,144.684,250.184,3704.414
f02-d10-t1.6,5726.944,3572.098,7328.42,3909.524,10130.718,4609.162,1186.668,130.576,245.594,3475.092
f02-d10-t1.8,5454.326,3341.684,6990.114,3689.448,9678.656,4365.196,1040.324,119.588,240.422,3249.952
f02-d10-t2.0,5153.776,3096.554,6641.67,3439.31,9186.642,4111.914,913.868,110.334,235.266,2988.884
f03-d10-t-0.2,42015.36,10025.72,64434.276,16887.52,103077.798,27776.3,370.326,568.768,357.104,5821.08
f03-d10-t-0.4,42019.176,10025.72,64458.636,16887.52,103096.742,27776.388,370.326,568.768,357.104,5821.08
f03-d10-t-0.6,42024.746,10025.72,64476.4,16887.52,103120.812,27776.388,370.326,568.768,357.104,5821.08
f03-d10-t-0.8,42027.682,10025.72,64489.704,16887.52,103147.64,27776.816,370.326,568.768,357.104,5821.08
f03-d10-t-1.0,42029.804,10025.72,64515.758,16887.52,103160.422,27777.336,370.326,568.768,357.104,5821.08
f03-d10-t-1.2,42033.25,10025.72,64537.186,16887.52,103176.668,27777.908,370.326,568.768,357.104,5821.08
f03-d10-t-1.4,42038.098,10025.72,64548.436,16887.52,103191.422,27778.356,370.326,568.768,357.104,5821.08
f03-d10-t-1.6,42040.708,10025.72,64558.106,16887.52,103209.586,27778.624,370.326,568.768,357.104,5821.08
f03-d10-t-1.8,42043.378,10025.72,64571.494,16887.52,103222.844,27778.624,370.326,568.768,357.104,5821.08
f03-d10-t-2.0,42046.262,10025.72,64582.752,16887.52,103231.648,27779.254,370.326,568.768,357.104,5821.08
f03-d10-t-2.2,42048.992,10025.72,64593.798,16887.52,103237.892,27779.532,370.326,568.768,357.104,5821.08
f03-d10-t-2.4,42052.37,10025.72,64602.374,16887.52,103247.524,27779.638,370.326,568.768,357.104,5821.08
f03-d10-t-2.6,42055.862,10025.72,64614.774,16887.52,103257.214,27780.24,370.326,568.768,357.104,5821.08
f03-d10-t-2.8,42059.224,10025.72,64626.02,16887.52,103263.398,27780.272,370.326,568.768,357.104,5821.08
f03-d10-t-3.0,42064.65,10025.72,64634.976,16887.52,103269.888,27780.594,370.326,568.768,357.104,5821.08
f03-d10-t-3.2,42067.322,10025.72,64645.27,16887.52,103276.668,27780.594,370.326,568.768,357.104,5821.08
f03-d10-t-3.4,42069.996,10025.72,64657.544,16887.52,103285.902,27781.1,370.326,568.768,357.104,5821.08
f03-d10-t-3.6,42073.166,10025.72,64669.24,16887.52,103291.768,27781.298,370.326,568.768,357.104,5821.08
f03-d10-t-3.8,42077.394,10025.72,64678.584,16887.52,103298.928,27781.564,370.326,568.768,357.104,5821.08
f03-d10-t-4.0,42079.83,10025.72,64687.6,16887.52,103308.142,27781.564,370.326,568.768,357.104,5821.08
f03-d10-t-4.2,42083.04,10025.72,64695.662,16887.52,103313.832,27781.606,370.326,568.768,357.104,5821.08
f03-d10-t-4.4,42085.448,10025.72,64707.48,16887.52,103322.534,27782.454,370.326,568.768,357.104,5821.08
f03-d10-t-4.6,42090.778,10025.72,64716.1,16887.52,103330.874,27782.602,370.326,568.768,357.104,5821.08
f03-d10-t-4.8,42093.038,10025.72,64729.39,16887.52,103337.28,27782.93,370.326,568.768,357.104,5821.08
f03-d10-t-5.0,42097.224,10025.72,64738.96,16887.52,103346.466,27782.93,370.326,568.768,357.104,5821.08
f03-d10-t-5.2,42099.852,10025.72,64747.23,16887.52,103350.23,27783.232,370.326,568.768,357.104,5821.08
f03-d10-t-5.4,42103.872,10025.72,64761.08,16887.52,103357.812,27783.232,370.326,568.768,357.104,5821.08
f03-d10-t-5.6,42107.432,10025.72,64769.856,16887.52,103368.156,27783.804,370.326,568.768,357.104,5821.08
f03-d10-t-5.8,42110.304,10025.72,64779.016,16887.52,103374.006,27783.912,370.326,568.768,357.104,5821.08
f03-d10-t-6.0,42112.686,10025.72,64789.616,16887.52,103379.984,27784.05,370.326,568.768,357.104,5821.08
f03-d10-t-6.2,42115.596,10025.72,64801.386,16887.52,103385.8,27784.71,370.326,568.768,357.104,5821.08
f03-d10-t-6.4,42121.29,10025.72,64812.588,16887.52,103393.258,27784.78,370.326,568.768,357.104,5821.08
f03-d10-t-6.6,42122.986,10025.72,64822.45,16887.52,103402.652,27785.04,370.326,568.768,357.104,5821.08
f03-d10-t-6.8,42127.694,10025.72,64830.222,16887.52,103409.782,27785.616,370.326,568.768,357.104,5821.08
f03-d10-t-7.0,42130.656,10025.72,64841.048,16887.52,103420.95,27785.664,370.326,568.768,357.104,5821.08
f03-d10-t-7.2,42134.428,10025.72,64851.534,16887.52,103425.99,27785.886,370.326,568.768,357.104,5821.08
f03-d10-t-7.4,42135.986,10025.72,64862.682,16887.52,103431.36,27786.414,370.326,568.768,357.104,5821.08
f03-d10-t-7.6,42138.312,10025.72,64872.794,16887.52,103438.424,27786.482,370.326,568.768,357.104,5821.08
f03-d10-t-7.8,42143.39,10025.72,64881.824,16887.52,103446.076,27786.886,370.326,568.768,357.104,5821.08
f03-d10-t-8.0,42147.968,10025.72,64892.732,16887.52,103453.834,27787.056,370.326,568.768,357.104,5821.08
f03-d10-t0.0,40541.33,10014.656,61492.794,16799.286,97538.312,27282.69,370.326,568.768,357.104,5821.08
f03-d10-t0.2,40363.88,10012.648,61005.736,16785.81,95865.864,27224.956,370.326,568.768,357.104,5821.08
f03-d10-t0.4,35642.194,9972.142,53068.098,16191.068,78754.096,25289.004,370.326,568.768,357.104,5821.08
f03-d10-t0.6,19440.32,9203.254,28052.934,12427.826,43259.164,15235.676,370.326,566.18,357.104,5708.488
f03-d10-t0.8,12779.518,7565.626,18738.186,7954.474,30442.96,8742.55,370.326,555.306,357.104,5540.918
f03-d10-t1.0,10644.022,4091.976,16438.948,4194.904,27108.62,6700.138,370.326,522.194,357.104,4843.444
f03-d10-t1.2,9840.984,2203.3,14856.414,3232.17,23391.378,6126.606,370.326,443.288,357.104,3151.068
f03-d10-t1.4,8146.998,1709.62,11634.284,2946.528,17144.638,5380.23,369.932,327.028,357.104,1556.586
f03-d10-t1.6,4374.686,1332.302,5930.076,1989.374,8440.492,3032.03,369.12,205.496,356.066,957.276
f03-d10-t1.8,2459.586,610.806,3581.896,932.714,5293.17,1599.758,364.736,133.446,347.282,479.654
f03-d10-t2.0,1640.344,342.076,2425.782,602.702,3652.706,1047.268,346.412,106.46,322.26,220.43
f04-d10-t-0.2,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-0.4,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-0.6,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-0.8,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-1.0,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-1.2,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-1.4,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-1.6,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-1.8,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-2.0,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-2.2,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-2.4,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-2.6,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-2.8,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-3.0,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-3.2,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-3.4,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-3.6,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-3.8,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-4.0,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-4.2,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-4.4,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-4.6,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-4.8,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-5.0,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-5.2,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-5.4,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-5.6,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-5.8,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-6.0,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-6.2,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-6.4,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-6.6,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-6.8,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-7.0,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-7.2,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-7.4,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-7.6,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-7.8,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t-8.0,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t0.0,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t0.2,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,698.784,356.074,5830.02
f04-d10-t0.4,45219.2,9472.64,65663.36,16585.52,109240.32,29210.08,389.422,697.124,356.074,5830.02
f04-d10-t0.6,45175.474,9465.214,65663.36,16559.386,109240.32,29210.08,389.422,685.868,356.074,5825.49
f04-d10-t0.8,38511.376,9240.458,53587.05,15246.65,89891.866,25755.32,389.422,664.882,356.074,5773.934
f04-d10-t1.0,15649.002,7507.214,19424.396,8790.228,30792.774,11490.618,389.422,596.206,356.074,5432.248
f04-d10-t1.2,9601.132,4311.552,14438.604,3820.144,23567.948,5873.596,389.422,470.142,356.074,4396.59
f04-d10-t1.4,8284.374,1774.586,11983.974,2838.46,19066.886,5231.684,389.422,320.524,356.074,2230.862
f04-d10-t1.6,5918.916,1408.91,8339.538,2300.62,13213.762,3917.906,389.422,185.016,355.17,1108.104
f04-d10-t1.8,3522.07,851.054,5174.734,1326.266,8042.904,2238.816,387.342,114.476,350.318,667.88
f04-d10-t2.0,2319.084,472.168,3469.958,827.242,5331.756,1449.282,365.646,98.158,321.81,328.508
f05-d10-t-0.2,641.914,181.408,1025.872,266.236,1733.012,410.776,56.0,130.99,45.0,125.578
f05-d10-t-0.4,645.524,183.29,1032.27,266.95,1749.228,413.112,56.0,130.99,45.0,126.802
f05-d10-t-0.6,648.466,184.286,1038.588,268.0,1760.308,414.164,56.0,130.99,45.0,127.43
f05-d10-t-0.8,650.696,184.664,1040.154,268.736,1767.994,415.26,56.0,130.99,45.0,127.934
f05-d10-t-1.0,652.104,184.882,1042.244,269.066,1770.062,415.378,56.0,130.99,45.0,128.19
f05-d10-t-1.2,652.246,185.12,1042.514,269.322,1773.428,415.728,56.0,130.99,45.0,128.376
f05-d10-t-1.4,652.49,185.166,1043.05,269.346,1775.888,415.738,56.0,130.99,45.0,128.406
f05-d10-t-1.6,652.564,185.256,1043.444,269.578,1775.946,415.768,56.0,130.99,45.0,128.446
f05-d10-t-1.8,652.572,185.256,1043.444,269.602,1775.946,415.768,56.0,130.99,45.0,128.584
f05-d10-t-2.0,652.688,185.362,1043.444,269.8,1776.508,415.91,56.0,130.99,45.0,128.646
f05-d10-t-2.2,652.688,185.362,1043.444,270.004,1776.656,415.91,56.0,130.99,45.0,128.688
f05-d10-t-2.4,652.688,185.362,1043.908,270.004,1776.656,415.91,56.0,130.99,45.0,128.728
f05-d10-t-2.6,652.688,185.362,1043.908,270.008,1776.656,415.91,56.0,130.99,45.0,128.728
f05-d10-t-2.8,652.688,185.428,1043.908,270.008,1776.656,415.91,56.0,130.99,45.0,128.728
f05-d10-t-3.0,652.694,185.474,1043.908,270.008,1776.656,415.91,56.0,130.99,45.0,128.728
f05-d10-t-3.2,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-3.4,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-3.6,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-3.8,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-4.0,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-4.2,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-4.4,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-4.6,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-4.8,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-5.0,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-5.2,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-5.4,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-5.6,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-5.8,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-6.0,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-6.2,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-6.4,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-6.6,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-6.8,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-7.0,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
f05-d10-t-7.2,652.694,185.474,1043.908,270.008,1776.804,415.91,56.0,130.99,45.0,128.728
