problem_id,16L,2L,32L,4L,64L,8L,L-BFGS-B,Powell,SLSQP,default
f01-d03-t-0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-2.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-2.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-3.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-3.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-3.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-3.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-4.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-4.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-4.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-4.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-5.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-5.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-5.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-5.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-6.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-6.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-6.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-6.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-7.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-7.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-7.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-7.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t-8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f01-d03-t2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f02-d03-t-0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.996,1.0,1.0,1.0
f02-d03-t-0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.992,1.0,1.0,1.0
f02-d03-t-0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.988,1.0,1.0,1.0
f02-d03-t-0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.986,1.0,1.0,1.0
f02-d03-t-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.982,1.0,1.0,1.0
f02-d03-t-1.2,1.0,1.0,1.0,1.0,1.0,1.0,0.982,1.0,1.0,1.0
f02-d03-t-1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0
f02-d03-t-1.6,1.0,1.0,1.0,1.0,1.0,1.0,0.978,1.0,1.0,1.0
f02-d03-t-1.8,1.0,1.0,1.0,1.0,1.0,1.0,0.976,1.0,1.0,1.0
f02-d03-t-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0
f02-d03-t-2.2,1.0,1.0,1.0,1.0,1.0,1.0,0.966,1.0,1.0,1.0
f02-d03-t-2.4,1.0,1.0,1.0,1.0,1.0,1.0,0.962,1.0,1.0,1.0
f02-d03-t-2.6,1.0,1.0,1.0,1.0,1.0,1.0,0.958,1.0,1.0,1.0
f02-d03-t-2.8,1.0,1.0,1.0,1.0,1.0,1.0,0.956,1.0,1.0,1.0
f02-d03-t-3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.956,1.0,1.0,1.0
f02-d03-t-3.2,1.0,1.0,1.0,1.0,1.0,1.0,0.956,1.0,1.0,1.0
f02-d03-t-3.4,1.0,1.0,1.0,1.0,1.0,1.0,0.954,0.998,1.0,1.0
f02-d03-t-3.6,1.0,1.0,1.0,1.0,1.0,1.0,0.952,0.998,1.0,1.0
f02-d03-t-3.8,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.998,1.0,1.0
f02-d03-t-4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.948,0.998,1.0,1.0
f02-d03-t-4.2,1.0,1.0,1.0,1.0,1.0,1.0,0.948,0.998,1.0,1.0
f02-d03-t-4.4,1.0,1.0,1.0,1.0,1.0,1.0,0.948,0.998,1.0,1.0
f02-d03-t-4.6,1.0,1.0,1.0,1.0,1.0,1.0,0.948,0.998,0.996,1.0
f02-d03-t-4.8,1.0,1.0,1.0,1.0,1.0,1.0,0.944,0.996,0.99,1.0
f02-d03-t-5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.938,0.994,0.984,1.0
f02-d03-t-5.2,1.0,1.0,1.0,1.0,1.0,1.0,0.93,0.994,0.96,1.0
f02-d03-t-5.4,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.99,0.948,1.0
f02-d03-t-5.6,1.0,1.0,1.0,1.0,1.0,1.0,0.914,0.986,0.932,1.0
f02-d03-t-5.8,1.0,1.0,1.0,1.0,1.0,1.0,0.904,0.982,0.908,1.0
f02-d03-t-6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.892,0.97,0.894,1.0
f02-d03-t-6.2,1.0,1.0,1.0,1.0,1.0,1.0,0.874,0.968,0.828,1.0
f02-d03-t-6.4,1.0,1.0,1.0,1.0,1.0,1.0,0.844,0.956,0.696,1.0
f02-d03-t-6.6,1.0,1.0,1.0,1.0,1.0,1.0,0.814,0.936,0.58,1.0
f02-d03-t-6.8,1.0,1.0,1.0,1.0,1.0,1.0,0.774,0.93,0.458,1.0
f02-d03-t-7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.728,0.922,0.334,1.0
f02-d03-t-7.2,1.0,1.0,1.0,1.0,1.0,1.0,0.644,0.904,0.226,1.0
f02-d03-t-7.4,1.0,1.0,1.0,1.0,1.0,1.0,0.57,0.89,0.154,1.0
f02-d03-t-7.6,1.0,1.0,1.0,1.0,1.0,1.0,0.482,0.876,0.086,1.0
f02-d03-t-7.8,1.0,1.0,1.0,1.0,1.0,1.0,0.428,0.86,0.06,1.0
f02-d03-t-8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.356,0.842,0.042,1.0
f02-d03-t0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996,1.0,1.0,1.0
f02-d03-t0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.996,1.0,1.0,1.0
f02-d03-t0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f02-d03-t0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f02-d03-t0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f02-d03-t1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f02-d03-t1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f02-d03-t1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f02-d03-t1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f02-d03-t1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f02-d03-t2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f03-d03-t-0.2,0.544,0.134,0.712,0.246,0.902,0.376,0.002,0.062,0.0,0.046
f03-d03-t-0.4,0.518,0.13,0.652,0.246,0.822,0.348,0.002,0.062,0.0,0.044
f03-d03-t-0.6,0.49,0.13,0.592,0.238,0.724,0.336,0.002,0.062,0.0,0.044
f03-d03-t-0.8,0.472,0.128,0.548,0.236,0.632,0.326,0.002,0.062,0.0,0.044
f03-d03-t-1.0,0.464,0.126,0.52,0.234,0.574,0.326,0.002,0.062,0.0,0.044
f03-d03-t-1.2,0.458,0.126,0.492,0.234,0.534,0.322,0.002,0.062,0.0,0.044
f03-d03-t-1.4,0.456,0.126,0.482,0.234,0.506,0.318,0.002,0.062,0.0,0.044
f03-d03-t-1.6,0.456,0.126,0.476,0.234,0.492,0.318,0.002,0.062,0.0,0.044
f03-d03-t-1.8,0.452,0.126,0.474,0.234,0.492,0.318,0.002,0.062,0.0,0.044
f03-d03-t-2.0,0.452,0.126,0.474,0.234,0.492,0.318,0.002,0.062,0.0,0.044
f03-d03-t-2.2,0.452,0.126,0.474,0.234,0.49,0.318,0.002,0.062,0.0,0.044
f03-d03-t-2.4,0.452,0.126,0.474,0.234,0.488,0.318,0.002,0.062,0.0,0.044
f03-d03-t-2.6,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.062,0.0,0.044
f03-d03-t-2.8,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.062,0.0,0.044
f03-d03-t-3.0,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.062,0.0,0.044
f03-d03-t-3.2,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.062,0.0,0.044
f03-d03-t-3.4,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.062,0.0,0.044
f03-d03-t-3.6,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.062,0.0,0.044
f03-d03-t-3.8,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.062,0.0,0.044
f03-d03-t-4.0,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.06,0.0,0.044
f03-d03-t-4.2,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.06,0.0,0.044
f03-d03-t-4.4,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.06,0.0,0.044
f03-d03-t-4.6,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.06,0.0,0.044
f03-d03-t-4.8,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.06,0.0,0.044
f03-d03-t-5.0,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.06,0.0,0.044
f03-d03-t-5.2,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.058,0.0,0.044
f03-d03-t-5.4,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.058,0.0,0.044
f03-d03-t-5.6,0.452,0.126,0.474,0.234,0.486,0.318,0.002,0.056,0.0,0.044
f03-d03-t-5.8,0.452,0.126,0.474,0.234,0.486,0.318,0.0,0.056,0.0,0.044
f03-d03-t-6.0,0.452,0.126,0.474,0.234,0.486,0.318,0.0,0.056,0.0,0.044
f03-d03-t-6.2,0.452,0.126,0.474,0.234,0.486,0.318,0.0,0.056,0.0,0.044
f03-d03-t-6.4,0.452,0.126,0.474,0.234,0.486,0.318,0.0,0.056,0.0,0.044
f03-d03-t-6.6,0.452,0.126,0.474,0.234,0.486,0.318,0.0,0.054,0.0,0.044
f03-d03-t-6.8,0.452,0.126,0.474,0.234,0.486,0.318,0.0,0.052,0.0,0.044
f03-d03-t-7.0,0.452,0.126,0.474,0.234,0.486,0.318,0.0,0.048,0.0,0.044
f03-d03-t-7.2,0.452,0.126,0.474,0.234,0.486,0.318,0.0,0.048,0.0,0.044
f03-d03-t-7.4,0.452,0.126,0.474,0.234,0.486,0.318,0.0,0.048,0.0,0.044
f03-d03-t-7.6,0.452,0.126,0.474,0.234,0.486,0.318,0.0,0.046,0.0,0.044
f03-d03-t-7.8,0.452,0.126,0.474,0.234,0.486,0.318,0.0,0.046,0.0,0.044
f03-d03-t-8.0,0.452,0.126,0.474,0.234,0.486,0.318,0.0,0.042,0.0,0.044
f03-d03-t0.0,0.888,0.456,0.946,0.67,0.984,0.782,0.008,0.236,0.024,0.208
f03-d03-t0.2,0.928,0.474,0.994,0.716,1.0,0.844,0.008,0.24,0.024,0.21
f03-d03-t0.4,0.996,0.736,1.0,0.904,1.0,0.98,0.032,0.436,0.048,0.428
f03-d03-t0.6,1.0,0.846,1.0,0.974,1.0,0.996,0.044,0.498,0.064,0.578
f03-d03-t0.8,1.0,0.962,1.0,1.0,1.0,1.0,0.07,0.594,0.11,0.856
f03-d03-t1.0,1.0,0.998,1.0,1.0,1.0,1.0,0.126,0.73,0.188,0.952
f03-d03-t1.2,1.0,0.998,1.0,1.0,1.0,1.0,0.182,0.814,0.272,0.99
f03-d03-t1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.934,0.426,0.992
f03-d03-t1.6,1.0,1.0,1.0,1.0,1.0,1.0,0.42,0.998,0.576,1.0
f03-d03-t1.8,1.0,1.0,1.0,1.0,1.0,1.0,0.62,1.0,0.748,1.0
f03-d03-t2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.762,1.0,0.826,1.0
f04-d03-t-0.2,0.018,0.008,0.008,0.01,0.026,0.01,0.002,0.05,0.0,0.006
f04-d03-t-0.4,0.014,0.008,0.002,0.01,0.014,0.008,0.002,0.05,0.0,0.006
f04-d03-t-0.6,0.012,0.008,0.002,0.01,0.004,0.006,0.002,0.05,0.0,0.006
f04-d03-t-0.8,0.008,0.008,0.002,0.01,0.0,0.006,0.002,0.05,0.0,0.006
f04-d03-t-1.0,0.006,0.008,0.0,0.01,0.0,0.006,0.002,0.05,0.0,0.006
f04-d03-t-1.2,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-1.4,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-1.6,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-1.8,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-2.0,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-2.2,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-2.4,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-2.6,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-2.8,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-3.0,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-3.2,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-3.4,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-3.6,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-3.8,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-4.0,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-4.2,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-4.4,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-4.6,0.004,0.008,0.0,0.01,0.0,0.004,0.002,0.05,0.0,0.006
f04-d03-t-4.8,0.004,0.008,0.0,0.01,0.0,0.004,0.0,0.05,0.0,0.006
f04-d03-t-5.0,0.004,0.008,0.0,0.01,0.0,0.004,0.0,0.05,0.0,0.006
f04-d03-t-5.2,0.004,0.008,0.0,0.01,0.0,0.004,0.0,0.05,0.0,0.006
f04-d03-t-5.4,0.004,0.008,0.0,0.01,0.0,0.004,0.0,0.05,0.0,0.006
f04-d03-t-5.6,0.004,0.008,0.0,0.01,0.0,0.004,0.0,0.05,0.0,0.006
f04-d03-t-5.8,0.004,0.008,0.0,0.01,0.0,0.004,0.0,0.05,0.0,0.006
f04-d03-t-6.0,0.004,0.008,0.0,0.01,0.0,0.004,0.0,0.05,0.0,0.006
f04-d03-t-6.2,0.004,0.008,0.0,0.01,0.0,0.004,0.0,0.05,0.0,0.006
f04-d03-t-6.4,0.004,0.008,0.0,0.01,0.0,0.004,0.0,0.05,0.0,0.006
f04-d03-t-6.6,0.004,0.008,0.0,0.01,0.0,0.004,0.0,0.05,0.0,0.006
f04-d03-t-6.8,0.004,0.008,0.0,0.01,0.0,0.004,0.0,0.05,0.0,0.006
f04-d03-t-7.0,0.004,0.008,0.0,0.01,0.0,0.004,0.0,0.044,0.0,0.006
