% Artificial instance
% algorithm type = best
1 6.309573444801933e+01 6.309573444801933e+01 default 15 15
2 2.511886431509580e+01 2.511886431509580e+01 default 15 15
3 1.584893192461113e+01 1.584893192461113e+01 default 15 15
5 1.000000000000000e+01 1.000000000000000e+01 4L 15 15
12 6.309573444801933e+00 6.309573444801933e+00 default 15 15
19 3.981071705534972e+00 3.981071705534972e+00 default 15 15
31 2.511886431509580e+00 2.511886431509580e+00 2L 15 15
57 1.584893192461114e+00 1.584893192461114e+00 2L 15 15
87 1.000000000000000e+00 1.000000000000000e+00 2L 15 15
102 6.309573444801932e-01 6.309573444801932e-01 2L 15 15
126 3.981071705534972e-01 3.981071705534972e-01 2L 15 15
159 2.511886431509580e-01 2.511886431509580e-01 2L 15 15
180 1.584893192461113e-01 1.584893192461113e-01 2L 15 15
201 1.000000000000000e-01 1.000000000000000e-01 2L 15 15
209 6.309573444801933e-02 6.309573444801933e-02 2L 15 15
228 3.981071705534973e-02 3.981071705534973e-02 2L 15 15
252 2.511886431509579e-02 2.511886431509579e-02 2L 15 15
289 1.584893192461113e-02 1.584893192461113e-02 2L 15 15
300 1.000000000000000e-02 1.000000000000000e-02 2L 15 15
328 6.309573444801930e-03 6.309573444801930e-03 2L 15 15
339 3.981071705534973e-03 3.981071705534973e-03 2L 15 15
366 2.511886431509579e-03 2.511886431509579e-03 2L 15 15
371 1.584893192461114e-03 1.584893192461114e-03 2L 15 15
394 1.000000000000000e-03 1.000000000000000e-03 2L 15 15
431 6.309573444801930e-04 6.309573444801930e-04 2L 15 15
439 3.981071705534974e-04 3.981071705534974e-04 2L 15 15
465 2.511886431509580e-04 2.511886431509580e-04 2L 15 15
519 1.584893192461114e-04 1.584893192461114e-04 2L 15 15
526 1.000000000000000e-04 1.000000000000000e-04 2L 15 15
538 6.309573444801929e-05 6.309573444801929e-05 2L 15 15
552 3.981071705534969e-05 3.981071705534969e-05 2L 15 15
661 2.511886431509582e-05 2.511886431509582e-05 2L 15 15
690 1.584893192461114e-05 1.584893192461114e-05 2L 15 15
707 1.000000000000000e-05 1.000000000000000e-05 2L 15 15
720 6.309573444801930e-06 6.309573444801930e-06 2L 15 15
742 3.981071705534969e-06 3.981071705534969e-06 2L 15 15
851 2.511886431509582e-06 2.511886431509582e-06 2L 15 15
875 1.584893192461114e-06 1.584893192461114e-06 2L 15 15
977 1.000000000000000e-06 1.000000000000000e-06 2L 15 15
1050 6.309573444801930e-07 6.309573444801930e-07 2L 15 15
1107 3.981071705534969e-07 3.981071705534969e-07 2L 15 15
1131 2.511886431509582e-07 2.511886431509582e-07 2L 15 15
1154 1.584893192461114e-07 1.584893192461114e-07 2L 15 15
1166 1.000000000000000e-07 1.000000000000000e-07 2L 15 15
1234 6.309573444801930e-08 6.309573444801930e-08 2L 15 15
1315 3.981071705534969e-08 3.981071705534969e-08 2L 15 15
1327 2.511886431509582e-08 2.511886431509582e-08 2L 15 15
1750 1.584893192461114e-08 1.584893192461114e-08 2L 15 15
2550 1.000000000000000e-08 1.000000000000000e-08 2L 15 15
