% Artificial instance
% algorithm type = best
1 6.309573444801933e+01 6.309573444801933e+01 default 15 15
2 3.981071705534973e+01 3.981071705534973e+01 default 15 15
4 2.511886431509580e+01 2.511886431509580e+01 default 15 15
7 1.584893192461113e+01 1.584893192461113e+01 default 15 15
12 1.000000000000000e+01 1.000000000000000e+01 8L 15 15
22 6.309573444801933e+00 6.309573444801933e+00 Powell 15 15
96 3.981071705534972e+00 3.981071705534972e+00 default 15 15
178 2.511886431509580e+00 2.511886431509580e+00 default 15 15
427 1.584893192461114e+00 1.584893192461114e+00 SLSQP 15 15
677 1.000000000000000e+00 1.000000000000000e+00 SLSQP 15 15
881 6.309573444801932e-01 6.309573444801932e-01 SLSQP 15 15
1034 3.981071705534972e-01 3.981071705534972e-01 SLSQP 15 15
2108 2.511886431509580e-01 2.511886431509580e-01 SLSQP 15 15
2798 1.584893192461113e-01 1.584893192461113e-01 SLSQP 15 15
3052 1.000000000000000e-01 1.000000000000000e-01 4L 15 15
3094 6.309573444801933e-02 6.309573444801933e-02 4L 15 15
3117 3.981071705534973e-02 3.981071705534973e-02 4L 15 15
3149 2.511886431509579e-02 2.511886431509579e-02 4L 15 15
3190 1.584893192461113e-02 1.584893192461113e-02 4L 15 15
3209 1.000000000000000e-02 1.000000000000000e-02 4L 15 15
3236 6.309573444801930e-03 6.309573444801930e-03 4L 15 15
3266 3.981071705534973e-03 3.981071705534973e-03 4L 15 15
3301 2.511886431509579e-03 2.511886431509579e-03 4L 15 15
3326 1.584893192461114e-03 1.584893192461114e-03 4L 15 15
3372 1.000000000000000e-03 1.000000000000000e-03 4L 15 15
3385 6.309573444801930e-04 6.309573444801930e-04 4L 15 15
3421 3.981071705534974e-04 3.981071705534974e-04 4L 15 15
3443 2.511886431509580e-04 2.511886431509580e-04 4L 15 15
3466 1.584893192461114e-04 1.584893192461114e-04 4L 15 15
3495 1.000000000000000e-04 1.000000000000000e-04 4L 15 15
3731 6.309573444801929e-05 6.309573444801929e-05 4L 15 15
4022 3.981071705534969e-05 3.981071705534969e-05 default 15 15
4034 2.511886431509582e-05 2.511886431509582e-05 default 15 15
4043 1.584893192461114e-05 1.584893192461114e-05 default 15 15
4049 1.000000000000000e-05 1.000000000000000e-05 default 15 15
4064 6.309573444801930e-06 6.309573444801930e-06 default 15 15
4073 3.981071705534969e-06 3.981071705534969e-06 default 15 15
4096 2.511886431509582e-06 2.511886431509582e-06 default 15 15
4257 1.584893192461114e-06 1.584893192461114e-06 default 15 15
6551 1.000000000000000e-06 1.000000000000000e-06 default 15 15
7333 6.309573444801930e-07 6.309573444801930e-07 default 15 15
8021 3.981071705534969e-07 3.981071705534969e-07 default 15 15
18920 2.511886431509582e-07 2.511886431509582e-07 default 15 15
35015 1.584893192461114e-07 1.584893192461114e-07 8L 14 15
35047 1.000000000000000e-07 1.000000000000000e-07 8L 14 15
35323 6.309573444801930e-08 6.309573444801930e-08 8L 14 15
35809 3.981071705534969e-08 3.981071705534969e-08 8L 14 15
35847 2.511886431509582e-08 2.511886431509582e-08 8L 14 15
36032 1.584893192461114e-08 1.584893192461114e-08 16L 15 15
36107 1.000000000000000e-08 1.000000000000000e-08 16L 15 15
