log10_target,solved,evaluations,fid,iid,rep,dim,param_id
2.0,True,20,10,101,1,3,SLSQP
1.8,True,20,10,101,1,3,SLSQP
1.6,True,20,10,101,1,3,SLSQP
1.4,True,24,10,101,1,3,SLSQP
1.2,True,24,10,101,1,3,SLSQP
1.0,True,24,10,101,1,3,SLSQP
0.8,True,28,10,101,1,3,SLSQP
0.6,True,32,10,101,1,3,SLSQP
0.4,True,32,10,101,1,3,SLSQP
0.2,True,32,10,101,1,3,SLSQP
0.0,True,32,10,101,1,3,SLSQP
-0.2,True,32,10,101,1,3,SLSQP
-0.4,True,32,10,101,1,3,SLSQP
-0.6,True,36,10,101,1,3,SLSQP
-0.8,True,36,10,101,1,3,SLSQP
-1.0,True,36,10,101,1,3,SLSQP
-1.2,True,36,10,101,1,3,SLSQP
-1.4,True,36,10,101,1,3,SLSQP
-1.6,True,36,10,101,1,3,SLSQP
-1.8,True,36,10,101,1,3,SLSQP
-2.0,True,36,10,101,1,3,SLSQP
-2.2,True,40,10,101,1,3,SLSQP
-2.4,True,40,10,101,1,3,SLSQP
-2.6,True,40,10,101,1,3,SLSQP
-2.8,True,40,10,101,1,3,SLSQP
-3.0,True,45,10,101,1,3,SLSQP
-3.2,True,45,10,101,1,3,SLSQP
-3.4,True,49,10,101,1,3,SLSQP
-3.6,True,53,10,101,1,3,SLSQP
-3.8,True,53,10,101,1,3,SLSQP
-4.0,True,53,10,101,1,3,SLSQP
-4.2,False,67,10,101,1,3,SLSQP
-4.4,False,67,10,101,1,3,SLSQP
-4.6,False,67,10,101,1,3,SLSQP
-4.8,False,67,10,101,1,3,SLSQP
-5.0,False,67,10,101,1,3,SLSQP
-5.2,False,67,10,101,1,3,SLSQP
-5.4,False,67,10,101,1,3,SLSQP
-5.6,False,67,10,101,1,3,SLSQP
-5.8,False,67,10,101,1,3,SLSQP
-6.0,False,67,10,101,1,3,SLSQP
-6.2,False,67,10,101,1,3,SLSQP
-6.4,False,67,10,101,1,3,SLSQP
-6.6,False,67,10,101,1,3,SLSQP
-6.8,False,67,10,101,1,3,SLSQP
-7.0,False,67,10,101,1,3,SLSQP
-7.2,False,67,10,101,1,3,SLSQP
-7.4,False,67,10,101,1,3,SLSQP
-7.6,False,67,10,101,1,3,SLSQP
-7.8,False,67,10,101,1,3,SLSQP
